=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7f19cf42f840>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-03-08 22:47:50.149480 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 2  batch_size : 596  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : True  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : False  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : False  local_rank : 0  gpu : 0  world_size : 1 
 ! Weight decay NOT applied to BN parameters 
98
63
Warning:  FP16_Optimizer is deprecated and dangerous, and will be deleted soon.  If it still works, you're probably getting lucky.  For mixed precision, use the documented API https://nvidia.github.io/apex/amp.html, with opt_level=O1.
DLL 2020-03-08 22:48:02.916372 - Epoch: 0 Iteration: 1  train.loss : 7.05859  train.total_ips : 46.75 img/s
DLL 2020-03-08 22:48:03.820168 - Epoch: 0 Iteration: 2  train.loss : 7.01562  train.total_ips : 659.49 img/s
DLL 2020-03-08 22:48:04.660089 - Epoch: 0 Iteration: 3  train.loss : 7.20312  train.total_ips : 709.69 img/s
DLL 2020-03-08 22:48:05.375439 - Epoch: 0 Iteration: 4  train.loss : 7.30078  train.total_ips : 833.21 img/s
DLL 2020-03-08 22:48:06.090812 - Epoch: 0 Iteration: 5  train.loss : 7.37109  train.total_ips : 833.22 img/s
DLL 2020-03-08 22:48:06.806174 - Epoch: 0 Iteration: 6  train.loss : 7.52344  train.total_ips : 833.23 img/s
DLL 2020-03-08 22:48:07.521853 - Epoch: 0 Iteration: 7  train.loss : 7.53906  train.total_ips : 832.85 img/s
DLL 2020-03-08 22:48:08.237310 - Epoch: 0 Iteration: 8  train.loss : 7.48828  train.total_ips : 833.18 img/s
DLL 2020-03-08 22:48:08.952550 - Epoch: 0 Iteration: 9  train.loss : 7.59766  train.total_ips : 833.38 img/s
DLL 2020-03-08 22:48:09.668185 - Epoch: 0 Iteration: 10  train.loss : 7.64062  train.total_ips : 832.92 img/s
DLL 2020-03-08 22:48:10.383551 - Epoch: 0 Iteration: 11  train.loss : 7.72266  train.total_ips : 833.26 img/s
DLL 2020-03-08 22:48:11.099385 - Epoch: 0 Iteration: 12  train.loss : 7.71484  train.total_ips : 832.76 img/s
DLL 2020-03-08 22:48:11.815444 - Epoch: 0 Iteration: 13  train.loss : 7.60938  train.total_ips : 832.38 img/s
