train.py:402: SyntaxWarning: "is not" with a literal. Did you mean "!="?
  if args.checkpoint_path is not "":
/workspace/examples/tacotron2/waveglow/model.py:55: UserWarning: torch.qr is deprecated in favor of torch.linalg.qr and will be removed in a future PyTorch release.
The boolean parameter 'some' has been replaced with a string parameter 'mode'.
Q, R = torch.qr(A, some)
should be replaced with
Q, R = torch.linalg.qr(A, 'reduced' if some else 'complete') (Triggered internally at  /opt/pytorch/pytorch/aten/src/ATen/native/BatchLinearAlgebra.cpp:1934.)
  W = torch.qr(torch.FloatTensor(c, c).normal_())[0]
train.py:402: SyntaxWarning: "is not" with a literal. Did you mean "!="?
  if args.checkpoint_path is not "":
/workspace/examples/tacotron2/waveglow/model.py:55: UserWarning: torch.qr is deprecated in favor of torch.linalg.qr and will be removed in a future PyTorch release.
The boolean parameter 'some' has been replaced with a string parameter 'mode'.
Q, R = torch.qr(A, some)
should be replaced with
Q, R = torch.linalg.qr(A, 'reduced' if some else 'complete') (Triggered internally at  /opt/pytorch/pytorch/aten/src/ATen/native/BatchLinearAlgebra.cpp:1934.)
  W = torch.qr(torch.FloatTensor(c, c).normal_())[0]
train.py:402: SyntaxWarning: "is not" with a literal. Did you mean "!="?
  if args.checkpoint_path is not "":
/workspace/examples/tacotron2/waveglow/model.py:55: UserWarning: torch.qr is deprecated in favor of torch.linalg.qr and will be removed in a future PyTorch release.
The boolean parameter 'some' has been replaced with a string parameter 'mode'.
Q, R = torch.qr(A, some)
should be replaced with
Q, R = torch.linalg.qr(A, 'reduced' if some else 'complete') (Triggered internally at  /opt/pytorch/pytorch/aten/src/ATen/native/BatchLinearAlgebra.cpp:1934.)
  W = torch.qr(torch.FloatTensor(c, c).normal_())[0]
DLL 2022-07-01 01:51:12.672379 - PARAMETER output : ./ 
DLL 2022-07-01 01:51:12.672442 - PARAMETER dataset_path : /data/tacotron2/LJSpeech-1.1 
DLL 2022-07-01 01:51:12.672464 - PARAMETER model_name : WaveGlow 
DLL 2022-07-01 01:51:12.672483 - PARAMETER log_file : nvlog.json 
DLL 2022-07-01 01:51:12.672500 - PARAMETER anneal_steps : None 
DLL 2022-07-01 01:51:12.672517 - PARAMETER anneal_factor : 0.1 
DLL 2022-07-01 01:51:12.672534 - PARAMETER epochs : 2 
DLL 2022-07-01 01:51:12.672552 - PARAMETER epochs_per_checkpoint : 50 
DLL 2022-07-01 01:51:12.672568 - PARAMETER checkpoint_path :  
DLL 2022-07-01 01:51:12.672583 - PARAMETER resume_from_last : False 
DLL 2022-07-01 01:51:12.672598 - PARAMETER dynamic_loss_scaling : True 
DLL 2022-07-01 01:51:12.672614 - PARAMETER amp : False 
DLL 2022-07-01 01:51:12.672629 - PARAMETER cudnn_enabled : True 
DLL 2022-07-01 01:51:12.672644 - PARAMETER cudnn_benchmark : True 
DLL 2022-07-01 01:51:12.672658 - PARAMETER disable_uniform_initialize_bn_weight : False 
DLL 2022-07-01 01:51:12.672673 - PARAMETER use_saved_learning_rate : False 
DLL 2022-07-01 01:51:12.672688 - PARAMETER learning_rate : 0.0 
DLL 2022-07-01 01:51:12.672704 - PARAMETER weight_decay : 0.0 
DLL 2022-07-01 01:51:12.672720 - PARAMETER grad_clip_thresh : 65504.0 
DLL 2022-07-01 01:51:12.672736 - PARAMETER batch_size : 8 
DLL 2022-07-01 01:51:12.672752 - PARAMETER grad_clip : 5.0 
DLL 2022-07-01 01:51:12.672768 - PARAMETER load_mel_from_disk : False 
DLL 2022-07-01 01:51:12.672784 - PARAMETER training_files : filelists/ljs_audio_text_train_subset_625_filelist.txt 
DLL 2022-07-01 01:51:12.672799 - PARAMETER validation_files : filelists/ljs_audio_text_val_filelist.txt 
DLL 2022-07-01 01:51:12.672814 - PARAMETER text_cleaners : ['english_cleaners'] 
DLL 2022-07-01 01:51:12.672833 - PARAMETER max_wav_value : 32768.0 
DLL 2022-07-01 01:51:12.672849 - PARAMETER sampling_rate : 22050 
DLL 2022-07-01 01:51:12.672864 - PARAMETER filter_length : 1024 
DLL 2022-07-01 01:51:12.672878 - PARAMETER hop_length : 256 
DLL 2022-07-01 01:51:12.672892 - PARAMETER win_length : 1024 
DLL 2022-07-01 01:51:12.672907 - PARAMETER mel_fmin : 0.0 
DLL 2022-07-01 01:51:12.672922 - PARAMETER mel_fmax : 8000.0 
DLL 2022-07-01 01:51:12.672936 - PARAMETER rank : 0 
DLL 2022-07-01 01:51:12.672951 - PARAMETER world_size : 4 
DLL 2022-07-01 01:51:12.672965 - PARAMETER dist_url : tcp://localhost:23456 
DLL 2022-07-01 01:51:12.672980 - PARAMETER group_name : group_name 
DLL 2022-07-01 01:51:12.672994 - PARAMETER dist_backend : nccl 
DLL 2022-07-01 01:51:12.673008 - PARAMETER bench_class :  
DLL 2022-07-01 01:51:12.673024 - PARAMETER model_name : Tacotron2_PyT 
Initializing Distributed
Done initializing distributed
train.py:402: SyntaxWarning: "is not" with a literal. Did you mean "!="?
  if args.checkpoint_path is not "":
/workspace/examples/tacotron2/waveglow/model.py:55: UserWarning: torch.qr is deprecated in favor of torch.linalg.qr and will be removed in a future PyTorch release.
The boolean parameter 'some' has been replaced with a string parameter 'mode'.
Q, R = torch.qr(A, some)
should be replaced with
Q, R = torch.linalg.qr(A, 'reduced' if some else 'complete') (Triggered internally at  /opt/pytorch/pytorch/aten/src/ATen/native/BatchLinearAlgebra.cpp:1934.)
  W = torch.qr(torch.FloatTensor(c, c).normal_())[0]
/opt/conda/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:167: UserWarning: torch.distributed.reduce_op is deprecated, please use torch.distributed.ReduceOp instead
  warnings.warn(
/opt/conda/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:167: UserWarning: torch.distributed.reduce_op is deprecated, please use torch.distributed.ReduceOp instead
  warnings.warn(
/opt/conda/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:167: UserWarning: torch.distributed.reduce_op is deprecated, please use torch.distributed.ReduceOp instead
  warnings.warn(
DLL 2022-07-01 01:51:44.556125 - (0, 0) glob_iter/iters_per_epoch : 0/19 
DLL 2022-07-01 01:51:47.657279 - (0, 0) train_loss : 0.002815965795889497 
DLL 2022-07-01 01:51:49.165272 - (0, 0) train_items_per_sec : 55540.9025805801 
DLL 2022-07-01 01:51:49.165363 - (0, 0) train_iter_time : 4.609215697000764 
DLL 2022-07-01 01:51:49.167067 - (0, 1) glob_iter/iters_per_epoch : 1/19 
DLL 2022-07-01 01:51:49.624487 - (0, 1) train_loss : 0.0020887148566544056 
DLL 2022-07-01 01:51:50.242755 - (0, 1) train_items_per_sec : 237984.72460275493 
DLL 2022-07-01 01:51:50.242812 - (0, 1) train_iter_time : 1.0756992930000706 
DLL 2022-07-01 01:51:50.244734 - (0, 2) glob_iter/iters_per_epoch : 2/19 
DLL 2022-07-01 01:51:50.475307 - (0, 2) train_loss : 0.0020519362296909094 
DLL 2022-07-01 01:51:51.089696 - (0, 2) train_items_per_sec : 302968.30677767005 
DLL 2022-07-01 01:51:51.089769 - (0, 2) train_iter_time : 0.8449728710002091 
DLL 2022-07-01 01:51:51.091949 - (0, 3) glob_iter/iters_per_epoch : 3/19 
DLL 2022-07-01 01:51:51.330879 - (0, 3) train_loss : 0.0022433416452258825 
DLL 2022-07-01 01:51:51.941442 - (0, 3) train_items_per_sec : 301352.7921063163 
DLL 2022-07-01 01:51:51.941520 - (0, 3) train_iter_time : 0.8495026650016371 
DLL 2022-07-01 01:51:51.943374 - (0, 4) glob_iter/iters_per_epoch : 4/19 
DLL 2022-07-01 01:51:52.180944 - (0, 4) train_loss : 0.0023660738952457905 
DLL 2022-07-01 01:51:52.794866 - (0, 4) train_items_per_sec : 300645.4324265643 
DLL 2022-07-01 01:51:52.794948 - (0, 4) train_iter_time : 0.8515013779979199 
DLL 2022-07-01 01:51:52.796817 - (0, 5) glob_iter/iters_per_epoch : 5/19 
DLL 2022-07-01 01:51:53.046314 - (0, 5) train_loss : 0.002028055489063263 
DLL 2022-07-01 01:51:53.654761 - (0, 5) train_items_per_sec : 298383.37924918736 
DLL 2022-07-01 01:51:53.654817 - (0, 5) train_iter_time : 0.8579566349981178 
DLL 2022-07-01 01:51:53.656753 - (0, 6) glob_iter/iters_per_epoch : 6/19 
DLL 2022-07-01 01:51:53.900154 - (0, 6) train_loss : 0.0017526366282254457 
DLL 2022-07-01 01:51:54.513376 - (0, 6) train_items_per_sec : 298844.3392898447 
DLL 2022-07-01 01:51:54.513448 - (0, 6) train_iter_time : 0.8566332579976006 
DLL 2022-07-01 01:51:54.515433 - (0, 7) glob_iter/iters_per_epoch : 7/19 
DLL 2022-07-01 01:51:54.763857 - (0, 7) train_loss : 0.002257932210341096 
DLL 2022-07-01 01:51:55.381609 - (0, 7) train_items_per_sec : 295548.1844813987 
DLL 2022-07-01 01:51:55.381684 - (0, 7) train_iter_time : 0.8661870159994578 
DLL 2022-07-01 01:51:55.383578 - (0, 8) glob_iter/iters_per_epoch : 8/19 
DLL 2022-07-01 01:51:55.620329 - (0, 8) train_loss : 0.0022574239410459995 
DLL 2022-07-01 01:51:56.229812 - (0, 8) train_items_per_sec : 302513.66211944836 
DLL 2022-07-01 01:51:56.229887 - (0, 8) train_iter_time : 0.8462427720005508 
DLL 2022-07-01 01:51:56.231853 - (0, 9) glob_iter/iters_per_epoch : 9/19 
DLL 2022-07-01 01:51:56.477166 - (0, 9) train_loss : 0.00182393379509449 
DLL 2022-07-01 01:51:57.093933 - (0, 9) train_items_per_sec : 296953.61274110636 
DLL 2022-07-01 01:51:57.094058 - (0, 9) train_iter_time : 0.862087508001423 
DLL 2022-07-01 01:51:57.096052 - (0, 10) glob_iter/iters_per_epoch : 10/19 
DLL 2022-07-01 01:51:57.331402 - (0, 10) train_loss : 0.0023629271890968084 
DLL 2022-07-01 01:51:57.941126 - (0, 10) train_items_per_sec : 302928.25730043015 
DLL 2022-07-01 01:51:57.941185 - (0, 10) train_iter_time : 0.8450845830011531 
DLL 2022-07-01 01:51:57.943175 - (0, 11) glob_iter/iters_per_epoch : 11/19 
DLL 2022-07-01 01:51:58.188909 - (0, 11) train_loss : 0.0021699920762330294 
DLL 2022-07-01 01:51:58.799111 - (0, 11) train_items_per_sec : 299083.47527991945 
DLL 2022-07-01 01:51:58.799163 - (0, 11) train_iter_time : 0.8559483259996341 
DLL 2022-07-01 01:51:58.801052 - (0, 12) glob_iter/iters_per_epoch : 12/19 
DLL 2022-07-01 01:51:59.037335 - (0, 12) train_loss : 0.0023134357761591673 
DLL 2022-07-01 01:51:59.651992 - (0, 12) train_items_per_sec : 300839.526072333 
DLL 2022-07-01 01:51:59.652064 - (0, 12) train_iter_time : 0.8509520119987428 
DLL 2022-07-01 01:51:59.655911 - (0, 13) glob_iter/iters_per_epoch : 13/19 
DLL 2022-07-01 01:51:59.891585 - (0, 13) train_loss : 0.002142597222700715 
DLL 2022-07-01 01:52:00.511058 - (0, 13) train_items_per_sec : 299357.4735015088 
DLL 2022-07-01 01:52:00.511210 - (0, 13) train_iter_time : 0.8551648870015924 
DLL 2022-07-01 01:52:00.512938 - (0, 14) glob_iter/iters_per_epoch : 14/19 
