55, 0 %, 1 MiB
55, 0 %, 1 MiB
55, 0 %, 3 MiB
55, 0 %, 3 MiB
54, 0 %, 3 MiB
54, 0 %, 3 MiB
54, 0 %, 15 MiB
56, 0 %, 382 MiB
56, 0 %, 542 MiB
56, 0 %, 658 MiB
56, 0 %, 1272 MiB
57, 100 %, 1566 MiB
56, 0 %, 1566 MiB
56, 0 %, 1566 MiB
56, 0 %, 1566 MiB
56, 0 %, 1566 MiB
56, 0 %, 1566 MiB
56, 0 %, 1566 MiB
56, 0 %, 1784 MiB
56, 0 %, 1918 MiB
61, 96 %, 30930 MiB
62, 100 %, 31418 MiB
64, 98 %, 31662 MiB
64, 98 %, 31662 MiB
65, 100 %, 31662 MiB
64, 100 %, 31662 MiB
65, 98 %, 31662 MiB
65, 98 %, 31662 MiB
66, 100 %, 31662 MiB
65, 100 %, 31662 MiB
66, 100 %, 31662 MiB
67, 98 %, 31662 MiB
66, 98 %, 31662 MiB
67, 100 %, 31662 MiB
67, 100 %, 31662 MiB
67, 98 %, 31662 MiB
67, 98 %, 31662 MiB
68, 100 %, 31662 MiB
68, 100 %, 31662 MiB
67, 98 %, 31662 MiB
68, 100 %, 31662 MiB
68, 99 %, 31662 MiB
68, 98 %, 31662 MiB
68, 98 %, 31662 MiB
69, 100 %, 31662 MiB
69, 100 %, 31662 MiB
69, 98 %, 31662 MiB
69, 98 %, 31662 MiB
69, 100 %, 31662 MiB
69, 100 %, 31662 MiB
68, 100 %, 31662 MiB
68, 100 %, 31662 MiB
70, 100 %, 31662 MiB
70, 98 %, 31662 MiB
70, 98 %, 31662 MiB
70, 100 %, 31662 MiB
70, 98 %, 31662 MiB
70, 100 %, 31662 MiB
70, 100 %, 31662 MiB
67, 0 %, 31662 MiB
65, 0 %, 31596 MiB
64, 0 %, 1 MiB
