Warning:  if --fp16 is not used, static_loss_scale will be ignored.
=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7fd46f194730>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-03-10 23:06:04.816321 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 2  batch_size : 448  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : False  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : True  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : False  local_rank : 0  gpu : 0  world_size : 1 
 ! Weight decay NOT applied to BN parameters 
98
63
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : 256.0
DLL 2020-03-10 23:06:15.167549 - Epoch: 0 Iteration: 1  train.loss : 7.07812  train.total_ips : 43.31 img/s
DLL 2020-03-10 23:06:15.934252 - Epoch: 0 Iteration: 2  train.loss : 7.05469  train.total_ips : 584.36 img/s
DLL 2020-03-10 23:06:16.623134 - Epoch: 0 Iteration: 3  train.loss : 7.21875  train.total_ips : 650.39 img/s
DLL 2020-03-10 23:06:17.313436 - Epoch: 0 Iteration: 4  train.loss : 7.42578  train.total_ips : 649.05 img/s
DLL 2020-03-10 23:06:18.002213 - Epoch: 0 Iteration: 5  train.loss : 7.42969  train.total_ips : 650.49 img/s
DLL 2020-03-10 23:06:18.693253 - Epoch: 0 Iteration: 6  train.loss : 7.70312  train.total_ips : 648.36 img/s
DLL 2020-03-10 23:06:19.383561 - Epoch: 0 Iteration: 7  train.loss : 7.52734  train.total_ips : 649.05 img/s
DLL 2020-03-10 23:06:20.073884 - Epoch: 0 Iteration: 8  train.loss : 7.76562  train.total_ips : 649.03 img/s
DLL 2020-03-10 23:06:20.763649 - Epoch: 0 Iteration: 9  train.loss : 7.88672  train.total_ips : 649.55 img/s
DLL 2020-03-10 23:06:21.453777 - Epoch: 0 Iteration: 10  train.loss : 7.92578  train.total_ips : 649.22 img/s
DLL 2020-03-10 23:06:22.143498 - Epoch: 0 Iteration: 11  train.loss : 7.50781  train.total_ips : 649.60 img/s
DLL 2020-03-10 23:06:22.833981 - Epoch: 0 Iteration: 12  train.loss : 7.55078  train.total_ips : 648.88 img/s
DLL 2020-03-10 23:06:23.523568 - Epoch: 0 Iteration: 13  train.loss : 8.25781  train.total_ips : 649.73 img/s
