Warning:  if --fp16 is not used, static_loss_scale will be ignored.
=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7f95d6340840>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-06-24 21:25:31.232137 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 2  batch_size : 160  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : False  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : True  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : True  local_rank : 0  gpu : 0  world_size : 2 
 ! Weight decay NOT applied to BN parameters 
98
63
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : 256.0
DLL 2020-06-24 21:25:37.729950 - Epoch: 0 Iteration: 1  train.loss : 7.04492  train.total_ips : 51.17 img/s
DLL 2020-06-24 21:25:38.169630 - Epoch: 0 Iteration: 2  train.loss : 7.15820  train.total_ips : 728.01 img/s
DLL 2020-06-24 21:25:38.473290 - Epoch: 0 Iteration: 3  train.loss : 7.40039  train.total_ips : 1054.15 img/s
DLL 2020-06-24 21:25:38.777497 - Epoch: 0 Iteration: 4  train.loss : 7.51758  train.total_ips : 1052.18 img/s
DLL 2020-06-24 21:25:39.082122 - Epoch: 0 Iteration: 5  train.loss : 7.66016  train.total_ips : 1050.76 img/s
DLL 2020-06-24 21:25:39.385960 - Epoch: 0 Iteration: 6  train.loss : 8.11133  train.total_ips : 1053.58 img/s
DLL 2020-06-24 21:25:39.690272 - Epoch: 0 Iteration: 7  train.loss : 8.01562  train.total_ips : 1051.91 img/s
DLL 2020-06-24 21:25:39.994793 - Epoch: 0 Iteration: 8  train.loss : 7.89258  train.total_ips : 1051.30 img/s
DLL 2020-06-24 21:25:40.299093 - Epoch: 0 Iteration: 9  train.loss : 8.23438  train.total_ips : 1051.89 img/s
DLL 2020-06-24 21:25:40.603081 - Epoch: 0 Iteration: 10  train.loss : 7.92578  train.total_ips : 1052.95 img/s
DLL 2020-06-24 21:25:40.906925 - Epoch: 0 Iteration: 11  train.loss : 8.26172  train.total_ips : 1053.52 img/s
DLL 2020-06-24 21:25:41.211210 - Epoch: 0 Iteration: 12  train.loss : 8.05859  train.total_ips : 1052.06 img/s
DLL 2020-06-24 21:25:41.515575 - Epoch: 0 Iteration: 13  train.loss : 8.06250  train.total_ips : 1051.89 img/s
DLL 2020-06-24 21:25:41.819715 - Epoch: 0 Iteration: 14  train.loss : 7.69141  train.total_ips : 1052.25 img/s
DLL 2020-06-24 21:25:42.123558 - Epoch: 0 Iteration: 15  train.loss : 8.82422  train.total_ips : 1053.57 img/s
DLL 2020-06-24 21:25:42.429184 - Epoch: 0 Iteration: 16  train.loss : 8.85938  train.total_ips : 1047.31 img/s
DLL 2020-06-24 21:25:42.733151 - Epoch: 0 Iteration: 17  train.loss : 8.98047  train.total_ips : 1053.02 img/s
DLL 2020-06-24 21:25:43.037165 - Epoch: 0 Iteration: 18  train.loss : 7.52539  train.total_ips : 1052.85 img/s
DLL 2020-06-24 21:25:43.341139 - Epoch: 0 Iteration: 19  train.loss : 8.74219  train.total_ips : 1053.00 img/s
DLL 2020-06-24 21:25:43.646155 - Epoch: 0 Iteration: 20  train.loss : 8.86328  train.total_ips : 1049.53 img/s
DLL 2020-06-24 21:25:43.951230 - Epoch: 0 Iteration: 21  train.loss : 8.87109  train.total_ips : 1049.29 img/s
DLL 2020-06-24 21:25:44.255315 - Epoch: 0 Iteration: 22  train.loss : 8.06445  train.total_ips : 1052.78 img/s
DLL 2020-06-24 21:25:44.559797 - Epoch: 0 Iteration: 23  train.loss : 7.78906  train.total_ips : 1051.14 img/s
DLL 2020-06-24 21:25:44.863803 - Epoch: 0 Iteration: 24  train.loss : 7.48438  train.total_ips : 1052.97 img/s
DLL 2020-06-24 21:25:45.167787 - Epoch: 0 Iteration: 25  train.loss : 7.89258  train.total_ips : 1052.95 img/s
DLL 2020-06-24 21:25:45.471540 - Epoch: 0 Iteration: 26  train.loss : 7.50000  train.total_ips : 1053.78 img/s
DLL 2020-06-24 21:25:45.775661 - Epoch: 0 Iteration: 27  train.loss : 7.40820  train.total_ips : 1052.50 img/s
DLL 2020-06-24 21:25:46.080260 - Epoch: 0 Iteration: 28  train.loss : 7.39453  train.total_ips : 1050.89 img/s
DLL 2020-06-24 21:25:46.384152 - Epoch: 0 Iteration: 29  train.loss : 7.19141  train.total_ips : 1053.27 img/s
DLL 2020-06-24 21:25:46.688195 - Epoch: 0 Iteration: 30  train.loss : 7.29883  train.total_ips : 1052.76 img/s
DLL 2020-06-24 21:25:46.992025 - Epoch: 0 Iteration: 31  train.loss : 7.06445  train.total_ips : 1053.51 img/s
DLL 2020-06-24 21:25:47.295961 - Epoch: 0 Iteration: 32  train.loss : 7.04883  train.total_ips : 1053.17 img/s
DLL 2020-06-24 21:25:47.600165 - Epoch: 0 Iteration: 33  train.loss : 7.22656  train.total_ips : 1052.22 img/s
DLL 2020-06-24 21:25:47.904249 - Epoch: 0 Iteration: 34  train.loss : 7.11523  train.total_ips : 1052.64 img/s
DLL 2020-06-24 21:25:48.209216 - Epoch: 0 Iteration: 35  train.loss : 7.19531  train.total_ips : 1049.88 img/s
DLL 2020-06-24 21:25:48.513511 - Epoch: 0 Iteration: 36  train.loss : 7.22852  train.total_ips : 1051.79 img/s
DLL 2020-06-24 21:25:48.817290 - Epoch: 0 Iteration: 37  train.loss : 7.03711  train.total_ips : 1053.71 img/s
DLL 2020-06-24 21:25:49.120839 - Epoch: 0 Iteration: 38  train.loss : 7.15820  train.total_ips : 1054.50 img/s
DLL 2020-06-24 21:25:49.424534 - Epoch: 0 Iteration: 39  train.loss : 7.98242  train.total_ips : 1054.00 img/s
DLL 2020-06-24 21:25:49.728272 - Epoch: 0 Iteration: 40  train.loss : 6.97656  train.total_ips : 1053.80 img/s
DLL 2020-06-24 21:25:50.031885 - Epoch: 0 Iteration: 41  train.loss : 7.17969  train.total_ips : 1054.23 img/s
DLL 2020-06-24 21:25:50.335424 - Epoch: 0 Iteration: 42  train.loss : 7.06836  train.total_ips : 1054.48 img/s
DLL 2020-06-24 21:25:50.639099 - Epoch: 0 Iteration: 43  train.loss : 7.05664  train.total_ips : 1054.03 img/s
DLL 2020-06-24 21:25:50.942937 - Epoch: 0 Iteration: 44  train.loss : 7.03320  train.total_ips : 1053.46 img/s
DLL 2020-06-24 21:25:51.246476 - Epoch: 0 Iteration: 45  train.loss : 7.02539  train.total_ips : 1054.50 img/s
DLL 2020-06-24 21:25:51.550195 - Epoch: 0 Iteration: 46  train.loss : 7.06641  train.total_ips : 1053.89 img/s
DLL 2020-06-24 21:25:51.854173 - Epoch: 0 Iteration: 47  train.loss : 7.41797  train.total_ips : 1053.00 img/s
DLL 2020-06-24 21:25:52.158073 - Epoch: 0 Iteration: 48  train.loss : 6.98828  train.total_ips : 1053.24 img/s
DLL 2020-06-24 21:25:52.462153 - Epoch: 0 Iteration: 49  train.loss : 6.96094  train.total_ips : 1052.62 img/s
DLL 2020-06-24 21:25:52.766086 - Epoch: 0 Iteration: 50  train.loss : 6.97656  train.total_ips : 1053.13 img/s
DLL 2020-06-24 21:25:53.070572 - Epoch: 0 Iteration: 51  train.loss : 7.00781  train.total_ips : 1051.31 img/s
DLL 2020-06-24 21:25:53.374842 - Epoch: 0 Iteration: 52  train.loss : 6.99219  train.total_ips : 1051.94 img/s
DLL 2020-06-24 21:25:53.678952 - Epoch: 0 Iteration: 53  train.loss : 6.97461  train.total_ips : 1052.50 img/s
DLL 2020-06-24 21:25:53.983285 - Epoch: 0 Iteration: 54  train.loss : 6.96484  train.total_ips : 1051.74 img/s
DLL 2020-06-24 21:25:54.287381 - Epoch: 0 Iteration: 55  train.loss : 7.00195  train.total_ips : 1052.68 img/s
