Warning:  if --fp16 is not used, static_loss_scale will be ignored.
=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7f4b137c5730>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-07-10 01:45:11.566420 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 2  batch_size : 112  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : False  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : True  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : False  local_rank : 0  gpu : 0  world_size : 1 
 ! Weight decay NOT applied to BN parameters 
98
63
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : 256.0
DLL 2020-07-10 01:45:16.790942 - Epoch: 0 Iteration: 1  train.loss : 7.10547  train.total_ips : 21.49 img/s
DLL 2020-07-10 01:45:17.223129 - Epoch: 0 Iteration: 2  train.loss : 8.21875  train.total_ips : 259.18 img/s
DLL 2020-07-10 01:45:17.608452 - Epoch: 0 Iteration: 3  train.loss : 8.64062  train.total_ips : 290.72 img/s
DLL 2020-07-10 01:45:17.992858 - Epoch: 0 Iteration: 4  train.loss : 8.55469  train.total_ips : 291.41 img/s
DLL 2020-07-10 01:45:18.378508 - Epoch: 0 Iteration: 5  train.loss : 8.66406  train.total_ips : 290.47 img/s
DLL 2020-07-10 01:45:18.763318 - Epoch: 0 Iteration: 6  train.loss : 10.10156  train.total_ips : 291.10 img/s
DLL 2020-07-10 01:45:19.148609 - Epoch: 0 Iteration: 7  train.loss : 8.96094  train.total_ips : 290.74 img/s
DLL 2020-07-10 01:45:19.532582 - Epoch: 0 Iteration: 8  train.loss : 8.85156  train.total_ips : 291.75 img/s
DLL 2020-07-10 01:45:19.916809 - Epoch: 0 Iteration: 9  train.loss : 9.38281  train.total_ips : 291.54 img/s
DLL 2020-07-10 01:45:20.301813 - Epoch: 0 Iteration: 10  train.loss : 10.08594  train.total_ips : 290.96 img/s
DLL 2020-07-10 01:45:20.685291 - Epoch: 0 Iteration: 11  train.loss : 8.12500  train.total_ips : 292.12 img/s
DLL 2020-07-10 01:45:21.069552 - Epoch: 0 Iteration: 12  train.loss : 8.84375  train.total_ips : 291.52 img/s
DLL 2020-07-10 01:45:21.452982 - Epoch: 0 Iteration: 13  train.loss : 8.19531  train.total_ips : 292.15 img/s
DLL 2020-07-10 01:45:21.841449 - Epoch: 0 Iteration: 14  train.loss : 8.57812  train.total_ips : 288.36 img/s
DLL 2020-07-10 01:45:22.224524 - Epoch: 0 Iteration: 15  train.loss : 8.10156  train.total_ips : 292.43 img/s
DLL 2020-07-10 01:45:22.609912 - Epoch: 0 Iteration: 16  train.loss : 7.74609  train.total_ips : 290.67 img/s
DLL 2020-07-10 01:45:22.991005 - Epoch: 0 Iteration: 17  train.loss : 7.76172  train.total_ips : 293.94 img/s
DLL 2020-07-10 01:45:23.376587 - Epoch: 0 Iteration: 18  train.loss : 8.86719  train.total_ips : 290.52 img/s
DLL 2020-07-10 01:45:23.759796 - Epoch: 0 Iteration: 19  train.loss : 7.86328  train.total_ips : 292.32 img/s
DLL 2020-07-10 01:45:24.141327 - Epoch: 0 Iteration: 20  train.loss : 7.90234  train.total_ips : 293.61 img/s
