Warning:  if --fp16 is not used, static_loss_scale will be ignored.
=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7f69a6b2f730>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-06-25 18:55:43.169314 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 2  batch_size : 928  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : False  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : True  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : True  local_rank : 0  gpu : 0  world_size : 4 
 ! Weight decay NOT applied to BN parameters 
98
63
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : 256.0
DLL 2020-06-25 18:56:09.749414 - Epoch: 0 Iteration: 1  train.loss : 7.10742  train.total_ips : 153.93 img/s
DLL 2020-06-25 18:56:11.893504 - Epoch: 0 Iteration: 2  train.loss : 7.02441  train.total_ips : 1731.30 img/s
DLL 2020-06-25 18:56:13.815869 - Epoch: 0 Iteration: 3  train.loss : 6.96973  train.total_ips : 1931.10 img/s
DLL 2020-06-25 18:56:15.260944 - Epoch: 0 Iteration: 4  train.loss : 6.99805  train.total_ips : 2569.24 img/s
DLL 2020-06-25 18:56:16.705669 - Epoch: 0 Iteration: 5  train.loss : 6.99512  train.total_ips : 2569.41 img/s
DLL 2020-06-25 18:56:18.150704 - Epoch: 0 Iteration: 6  train.loss : 7.02832  train.total_ips : 2568.97 img/s
DLL 2020-06-25 18:56:19.598579 - Epoch: 0 Iteration: 7  train.loss : 7.06055  train.total_ips : 2563.91 img/s
DLL 2020-06-25 18:56:21.045906 - Epoch: 0 Iteration: 8  train.loss : 7.05566  train.total_ips : 2564.89 img/s
DLL 2020-06-25 18:56:22.493767 - Epoch: 0 Iteration: 9  train.loss : 7.06445  train.total_ips : 2564.02 img/s
DLL 2020-06-25 18:56:23.940558 - Epoch: 0 Iteration: 10  train.loss : 7.06055  train.total_ips : 2566.02 img/s
DLL 2020-06-25 18:56:25.387607 - Epoch: 0 Iteration: 11  train.loss : 7.02539  train.total_ips : 2565.31 img/s
DLL 2020-06-25 18:56:26.836186 - Epoch: 0 Iteration: 12  train.loss : 7.03809  train.total_ips : 2562.68 img/s
DLL 2020-06-25 18:56:28.283599 - Epoch: 0 Iteration: 13  train.loss : 7.01758  train.total_ips : 2564.72 img/s
DLL 2020-06-25 18:56:29.731973 - Epoch: 0 Iteration: 14  train.loss : 7.07910  train.total_ips : 2563.03 img/s
DLL 2020-06-25 18:56:31.179537 - Epoch: 0 Iteration: 15  train.loss : 7.09766  train.total_ips : 2564.46 img/s
DLL 2020-06-25 18:56:32.628144 - Epoch: 0 Iteration: 16  train.loss : 7.07520  train.total_ips : 2562.63 img/s
