=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7f3162886840>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-07-10 01:55:16.355674 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 2  batch_size : 112  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : True  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : False  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : False  local_rank : 0  gpu : 0  world_size : 1 
 ! Weight decay NOT applied to BN parameters 
98
63
Warning:  FP16_Optimizer is deprecated and dangerous, and will be deleted soon.  If it still works, you're probably getting lucky.  For mixed precision, use the documented API https://nvidia.github.io/apex/amp.html, with opt_level=O1.
DLL 2020-07-10 01:55:21.771071 - Epoch: 0 Iteration: 1  train.loss : 7.03516  train.total_ips : 20.72 img/s
DLL 2020-07-10 01:55:22.183486 - Epoch: 0 Iteration: 2  train.loss : 7.98438  train.total_ips : 271.61 img/s
DLL 2020-07-10 01:55:22.570848 - Epoch: 0 Iteration: 3  train.loss : 8.97656  train.total_ips : 289.19 img/s
DLL 2020-07-10 01:55:22.955478 - Epoch: 0 Iteration: 4  train.loss : 8.85938  train.total_ips : 291.25 img/s
DLL 2020-07-10 01:55:23.339434 - Epoch: 0 Iteration: 5  train.loss : 8.59375  train.total_ips : 291.75 img/s
DLL 2020-07-10 01:55:23.725586 - Epoch: 0 Iteration: 6  train.loss : 9.18750  train.total_ips : 290.09 img/s
DLL 2020-07-10 01:55:24.110752 - Epoch: 0 Iteration: 7  train.loss : 9.25000  train.total_ips : 290.84 img/s
DLL 2020-07-10 01:55:24.494413 - Epoch: 0 Iteration: 8  train.loss : 9.76562  train.total_ips : 291.99 img/s
DLL 2020-07-10 01:55:24.879642 - Epoch: 0 Iteration: 9  train.loss : 9.92969  train.total_ips : 290.79 img/s
DLL 2020-07-10 01:55:25.263864 - Epoch: 0 Iteration: 10  train.loss : 10.41406  train.total_ips : 291.54 img/s
DLL 2020-07-10 01:55:25.647671 - Epoch: 0 Iteration: 11  train.loss : 8.55469  train.total_ips : 291.86 img/s
DLL 2020-07-10 01:55:26.032186 - Epoch: 0 Iteration: 12  train.loss : 8.50000  train.total_ips : 291.33 img/s
DLL 2020-07-10 01:55:26.416248 - Epoch: 0 Iteration: 13  train.loss : 8.21094  train.total_ips : 291.67 img/s
DLL 2020-07-10 01:55:26.799289 - Epoch: 0 Iteration: 14  train.loss : 7.98047  train.total_ips : 292.44 img/s
DLL 2020-07-10 01:55:27.184102 - Epoch: 0 Iteration: 15  train.loss : 10.10938  train.total_ips : 291.10 img/s
DLL 2020-07-10 01:55:27.568357 - Epoch: 0 Iteration: 16  train.loss : 8.43750  train.total_ips : 291.53 img/s
