Warning:  if --fp16 is not used, static_loss_scale will be ignored.
=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7fc7ab8ed730>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-03-06 00:41:17.716170 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 1  batch_size : 448  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : False  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : True  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : False  local_rank : 0  gpu : 0  world_size : 1 
 ! Weight decay NOT applied to BN parameters 
98
63
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : 256.0
DLL 2020-03-06 00:41:28.226161 - Epoch: 0 Iteration: 1  train.loss : 7.07812  train.total_ips : 42.69 img/s
DLL 2020-03-06 00:41:29.040824 - Epoch: 0 Iteration: 2  train.loss : 7.06641  train.total_ips : 549.97 img/s
DLL 2020-03-06 00:41:29.727429 - Epoch: 0 Iteration: 3  train.loss : 7.22266  train.total_ips : 652.55 img/s
DLL 2020-03-06 00:41:30.415678 - Epoch: 0 Iteration: 4  train.loss : 7.44531  train.total_ips : 650.99 img/s
DLL 2020-03-06 00:41:31.102674 - Epoch: 0 Iteration: 5  train.loss : 7.61719  train.total_ips : 652.18 img/s
DLL 2020-03-06 00:41:31.790522 - Epoch: 0 Iteration: 6  train.loss : 7.78125  train.total_ips : 651.37 img/s
DLL 2020-03-06 00:41:32.477688 - Epoch: 0 Iteration: 7  train.loss : 7.68359  train.total_ips : 652.02 img/s
DLL 2020-03-06 00:41:33.165744 - Epoch: 0 Iteration: 8  train.loss : 7.99219  train.total_ips : 651.18 img/s
DLL 2020-03-06 00:41:33.852550 - Epoch: 0 Iteration: 9  train.loss : 7.79297  train.total_ips : 652.36 img/s
DLL 2020-03-06 00:41:34.540828 - Epoch: 0 Iteration: 10  train.loss : 8.13281  train.total_ips : 650.96 img/s
DLL 2020-03-06 00:41:35.227738 - Epoch: 0 Iteration: 11  train.loss : 8.66406  train.total_ips : 652.28 img/s
DLL 2020-03-06 00:41:35.916462 - Epoch: 0 Iteration: 12  train.loss : 8.86719  train.total_ips : 650.54 img/s
DLL 2020-03-06 00:41:36.604535 - Epoch: 0 Iteration: 13  train.loss : 8.21875  train.total_ips : 651.17 img/s
DLL 2020-03-06 00:41:37.293008 - Epoch: 0 Iteration: 14  train.loss : 8.90625  train.total_ips : 650.83 img/s
DLL 2020-03-06 00:41:37.981246 - Epoch: 0 Iteration: 15  train.loss : 7.86719  train.total_ips : 650.99 img/s
DLL 2020-03-06 00:41:38.668410 - Epoch: 0 Iteration: 16  train.loss : 7.65625  train.total_ips : 652.01 img/s
