Warning:  if --fp16 is not used, static_loss_scale will be ignored.
=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7fe1bbbab840>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-06-18 06:28:36.506604 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 2  batch_size : 928  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : False  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : True  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : True  local_rank : 0  gpu : 0  world_size : 2 
 ! Weight decay NOT applied to BN parameters 
98
63
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : 256.0
DLL 2020-06-18 06:29:04.544080 - Epoch: 0 Iteration: 1  train.loss : 7.10352  train.total_ips : 67.31 img/s
DLL 2020-06-18 06:29:06.793051 - Epoch: 0 Iteration: 2  train.loss : 7.06641  train.total_ips : 825.32 img/s
DLL 2020-06-18 06:29:08.535556 - Epoch: 0 Iteration: 3  train.loss : 7.00781  train.total_ips : 1065.16 img/s
DLL 2020-06-18 06:29:09.980055 - Epoch: 0 Iteration: 4  train.loss : 7.05664  train.total_ips : 1284.98 img/s
DLL 2020-06-18 06:29:11.423295 - Epoch: 0 Iteration: 5  train.loss : 7.12305  train.total_ips : 1286.19 img/s
DLL 2020-06-18 06:29:12.868502 - Epoch: 0 Iteration: 6  train.loss : 7.10938  train.total_ips : 1284.30 img/s
DLL 2020-06-18 06:29:14.314534 - Epoch: 0 Iteration: 7  train.loss : 7.19922  train.total_ips : 1283.59 img/s
DLL 2020-06-18 06:29:15.761593 - Epoch: 0 Iteration: 8  train.loss : 7.20117  train.total_ips : 1282.69 img/s
DLL 2020-06-18 06:29:17.209428 - Epoch: 0 Iteration: 9  train.loss : 7.23828  train.total_ips : 1282.08 img/s
DLL 2020-06-18 06:29:18.658093 - Epoch: 0 Iteration: 10  train.loss : 7.19141  train.total_ips : 1281.26 img/s
DLL 2020-06-18 06:29:20.105654 - Epoch: 0 Iteration: 11  train.loss : 7.34766  train.total_ips : 1282.23 img/s
DLL 2020-06-18 06:29:21.554002 - Epoch: 0 Iteration: 12  train.loss : 7.23633  train.total_ips : 1281.54 img/s
DLL 2020-06-18 06:29:23.002789 - Epoch: 0 Iteration: 13  train.loss : 7.33203  train.total_ips : 1281.14 img/s
DLL 2020-06-18 06:29:24.451365 - Epoch: 0 Iteration: 14  train.loss : 7.26367  train.total_ips : 1281.35 img/s
DLL 2020-06-18 06:29:25.898352 - Epoch: 0 Iteration: 15  train.loss : 7.36328  train.total_ips : 1282.73 img/s
DLL 2020-06-18 06:29:27.345965 - Epoch: 0 Iteration: 16  train.loss : 7.17969  train.total_ips : 1282.27 img/s
DLL 2020-06-18 06:29:28.795629 - Epoch: 0 Iteration: 17  train.loss : 7.48242  train.total_ips : 1280.37 img/s
DLL 2020-06-18 06:29:30.245270 - Epoch: 0 Iteration: 18  train.loss : 7.24219  train.total_ips : 1280.39 img/s
DLL 2020-06-18 06:29:31.694890 - Epoch: 0 Iteration: 19  train.loss : 7.31055  train.total_ips : 1280.41 img/s
DLL 2020-06-18 06:29:33.144999 - Epoch: 0 Iteration: 20  train.loss : 7.23828  train.total_ips : 1279.98 img/s
DLL 2020-06-18 06:29:34.593958 - Epoch: 0 Iteration: 21  train.loss : 7.08984  train.total_ips : 1280.99 img/s
DLL 2020-06-18 06:29:36.043412 - Epoch: 0 Iteration: 22  train.loss : 7.44727  train.total_ips : 1280.55 img/s
DLL 2020-06-18 06:29:37.493095 - Epoch: 0 Iteration: 23  train.loss : 7.25781  train.total_ips : 1280.35 img/s
DLL 2020-06-18 06:29:38.943235 - Epoch: 0 Iteration: 24  train.loss : 7.25977  train.total_ips : 1279.95 img/s
DLL 2020-06-18 06:29:40.392168 - Epoch: 0 Iteration: 25  train.loss : 7.28906  train.total_ips : 1281.03 img/s
DLL 2020-06-18 06:29:41.842675 - Epoch: 0 Iteration: 26  train.loss : 7.31055  train.total_ips : 1279.62 img/s
DLL 2020-06-18 06:29:43.292798 - Epoch: 0 Iteration: 27  train.loss : 7.13281  train.total_ips : 1279.96 img/s
DLL 2020-06-18 06:29:44.742742 - Epoch: 0 Iteration: 28  train.loss : 7.37500  train.total_ips : 1280.13 img/s
DLL 2020-06-18 06:29:46.192085 - Epoch: 0 Iteration: 29  train.loss : 7.15039  train.total_ips : 1280.71 img/s
DLL 2020-06-18 06:29:47.641724 - Epoch: 0 Iteration: 30  train.loss : 7.16016  train.total_ips : 1280.42 img/s
DLL 2020-06-18 06:29:49.091535 - Epoch: 0 Iteration: 31  train.loss : 7.18945  train.total_ips : 1280.24 img/s
DLL 2020-06-18 06:29:50.543311 - Epoch: 0 Iteration: 32  train.loss : 7.14258  train.total_ips : 1278.51 img/s
DLL 2020-06-18 06:29:51.993331 - Epoch: 0 Iteration: 33  train.loss : 7.04883  train.total_ips : 1280.06 img/s
DLL 2020-06-18 06:29:53.444331 - Epoch: 0 Iteration: 34  train.loss : 7.08203  train.total_ips : 1279.19 img/s
DLL 2020-06-18 06:29:54.894906 - Epoch: 0 Iteration: 35  train.loss : 7.02734  train.total_ips : 1279.56 img/s
DLL 2020-06-18 06:29:56.345900 - Epoch: 0 Iteration: 36  train.loss : 7.03125  train.total_ips : 1279.20 img/s
DLL 2020-06-18 06:29:57.796895 - Epoch: 0 Iteration: 37  train.loss : 7.06250  train.total_ips : 1279.20 img/s
DLL 2020-06-18 06:29:59.246897 - Epoch: 0 Iteration: 38  train.loss : 7.04883  train.total_ips : 1280.08 img/s
DLL 2020-06-18 06:30:00.698133 - Epoch: 0 Iteration: 39  train.loss : 7.05859  train.total_ips : 1278.98 img/s
DLL 2020-06-18 06:30:02.148069 - Epoch: 0 Iteration: 40  train.loss : 7.27344  train.total_ips : 1280.12 img/s
DLL 2020-06-18 06:30:03.597369 - Epoch: 0 Iteration: 41  train.loss : 7.09375  train.total_ips : 1280.69 img/s
DLL 2020-06-18 06:30:05.046896 - Epoch: 0 Iteration: 42  train.loss : 7.14062  train.total_ips : 1280.49 img/s
DLL 2020-06-18 06:30:06.496009 - Epoch: 0 Iteration: 43  train.loss : 7.01172  train.total_ips : 1280.86 img/s
DLL 2020-06-18 06:30:07.944864 - Epoch: 0 Iteration: 44  train.loss : 6.97266  train.total_ips : 1281.09 img/s
DLL 2020-06-18 06:30:09.394530 - Epoch: 0 Iteration: 45  train.loss : 7.03711  train.total_ips : 1280.37 img/s
DLL 2020-06-18 06:30:10.843321 - Epoch: 0 Iteration: 46  train.loss : 7.00391  train.total_ips : 1281.14 img/s
DLL 2020-06-18 06:30:12.293091 - Epoch: 0 Iteration: 47  train.loss : 6.98828  train.total_ips : 1280.28 img/s
DLL 2020-06-18 06:30:13.742795 - Epoch: 0 Iteration: 48  train.loss : 6.92578  train.total_ips : 1280.33 img/s
DLL 2020-06-18 06:30:15.192799 - Epoch: 0 Iteration: 49  train.loss : 6.94531  train.total_ips : 1280.07 img/s
DLL 2020-06-18 06:30:16.641907 - Epoch: 0 Iteration: 50  train.loss : 6.91406  train.total_ips : 1280.87 img/s
DLL 2020-06-18 06:30:18.091333 - Epoch: 0 Iteration: 51  train.loss : 6.90820  train.total_ips : 1280.58 img/s
DLL 2020-06-18 06:30:19.540789 - Epoch: 0 Iteration: 52  train.loss : 6.95312  train.total_ips : 1280.56 img/s
DLL 2020-06-18 06:30:20.989291 - Epoch: 0 Iteration: 53  train.loss : 6.97070  train.total_ips : 1281.40 img/s
DLL 2020-06-18 06:30:22.439218 - Epoch: 0 Iteration: 54  train.loss : 6.99219  train.total_ips : 1280.14 img/s
DLL 2020-06-18 06:30:23.888979 - Epoch: 0 Iteration: 55  train.loss : 6.93750  train.total_ips : 1280.28 img/s
DLL 2020-06-18 06:30:25.338410 - Epoch: 0 Iteration: 56  train.loss : 6.92773  train.total_ips : 1280.58 img/s
DLL 2020-06-18 06:30:26.786340 - Epoch: 0 Iteration: 57  train.loss : 6.94336  train.total_ips : 1281.90 img/s
DLL 2020-06-18 06:30:28.236347 - Epoch: 0 Iteration: 58  train.loss : 6.92773  train.total_ips : 1280.07 img/s
DLL 2020-06-18 06:30:29.687219 - Epoch: 0 Iteration: 59  train.loss : 6.92383  train.total_ips : 1279.31 img/s
DLL 2020-06-18 06:30:31.137774 - Epoch: 0 Iteration: 60  train.loss : 6.91992  train.total_ips : 1279.58 img/s
DLL 2020-06-18 06:30:32.586791 - Epoch: 0 Iteration: 61  train.loss : 6.95312  train.total_ips : 1280.95 img/s
DLL 2020-06-18 06:30:34.035414 - Epoch: 0 Iteration: 62  train.loss : 6.92578  train.total_ips : 1281.29 img/s
