DLL 2022-07-07 03:02:12.368154 - PARAMETER output : ./ 
DLL 2022-07-07 03:02:12.368219 - PARAMETER dataset_path : /data/tacotron2/LJSpeech-1.1 
DLL 2022-07-07 03:02:12.368247 - PARAMETER model_name : WaveGlow 
DLL 2022-07-07 03:02:12.368273 - PARAMETER log_file : nvlog.json 
DLL 2022-07-07 03:02:12.368295 - PARAMETER anneal_steps : None 
DLL 2022-07-07 03:02:12.368317 - PARAMETER anneal_factor : 0.1 
DLL 2022-07-07 03:02:12.368339 - PARAMETER epochs : 1 
DLL 2022-07-07 03:02:12.368361 - PARAMETER epochs_per_checkpoint : 50 
DLL 2022-07-07 03:02:12.368381 - PARAMETER checkpoint_path :  
DLL 2022-07-07 03:02:12.368401 - PARAMETER resume_from_last : False 
DLL 2022-07-07 03:02:12.368423 - PARAMETER dynamic_loss_scaling : True 
DLL 2022-07-07 03:02:12.368444 - PARAMETER amp : False 
DLL 2022-07-07 03:02:12.368467 - PARAMETER cudnn_enabled : True 
DLL 2022-07-07 03:02:12.368490 - PARAMETER cudnn_benchmark : True 
DLL 2022-07-07 03:02:12.368511 - PARAMETER disable_uniform_initialize_bn_weight : False 
DLL 2022-07-07 03:02:12.368537 - PARAMETER use_saved_learning_rate : False 
DLL 2022-07-07 03:02:12.368558 - PARAMETER learning_rate : 0.0 
DLL 2022-07-07 03:02:12.368578 - PARAMETER weight_decay : 0.0 
DLL 2022-07-07 03:02:12.368598 - PARAMETER grad_clip_thresh : 65504.0 
DLL 2022-07-07 03:02:12.368619 - PARAMETER batch_size : 32 
DLL 2022-07-07 03:02:12.368639 - PARAMETER grad_clip : 5.0 
DLL 2022-07-07 03:02:12.368659 - PARAMETER load_mel_from_disk : False 
DLL 2022-07-07 03:02:12.368683 - PARAMETER training_files : filelists/ljs_audio_text_train_subset_625_filelist.txt 
DLL 2022-07-07 03:02:12.368703 - PARAMETER validation_files : filelists/ljs_audio_text_val_filelist.txt 
DLL 2022-07-07 03:02:12.368723 - PARAMETER text_cleaners : ['english_cleaners'] 
DLL 2022-07-07 03:02:12.368747 - PARAMETER max_wav_value : 32768.0 
DLL 2022-07-07 03:02:12.368771 - PARAMETER sampling_rate : 22050 
DLL 2022-07-07 03:02:12.368792 - PARAMETER filter_length : 1024 
DLL 2022-07-07 03:02:12.368812 - PARAMETER hop_length : 256 
DLL 2022-07-07 03:02:12.368832 - PARAMETER win_length : 1024 
DLL 2022-07-07 03:02:12.368853 - PARAMETER mel_fmin : 0.0 
DLL 2022-07-07 03:02:12.368873 - PARAMETER mel_fmax : 8000.0 
DLL 2022-07-07 03:02:12.368894 - PARAMETER rank : 0 
DLL 2022-07-07 03:02:12.368914 - PARAMETER world_size : 1 
DLL 2022-07-07 03:02:12.368934 - PARAMETER dist_url : tcp://localhost:23456 
DLL 2022-07-07 03:02:12.368953 - PARAMETER group_name : group_name 
DLL 2022-07-07 03:02:12.368973 - PARAMETER dist_backend : nccl 
DLL 2022-07-07 03:02:12.368993 - PARAMETER bench_class :  
DLL 2022-07-07 03:02:12.369013 - PARAMETER model_name : Tacotron2_PyT 
train.py:402: SyntaxWarning: "is not" with a literal. Did you mean "!="?
  if args.checkpoint_path is not "":
/workspace/examples/tacotron2/waveglow/model.py:55: UserWarning: torch.qr is deprecated in favor of torch.linalg.qr and will be removed in a future PyTorch release.
The boolean parameter 'some' has been replaced with a string parameter 'mode'.
Q, R = torch.qr(A, some)
should be replaced with
Q, R = torch.linalg.qr(A, 'reduced' if some else 'complete') (Triggered internally at  /opt/pytorch/pytorch/aten/src/ATen/native/BatchLinearAlgebra.cpp:1934.)
  W = torch.qr(torch.FloatTensor(c, c).normal_())[0]
DLL 2022-07-07 03:02:25.782007 - (0, 0) glob_iter/iters_per_epoch : 0/19 
DLL 2022-07-07 03:02:31.456976 - (0, 0) train_loss : 0.0022549640852957964 
DLL 2022-07-07 03:02:38.085994 - (0, 0) train_items_per_sec : 20806.176782239218 
DLL 2022-07-07 03:02:38.086093 - (0, 0) train_iter_time : 12.304038491998654 
DLL 2022-07-07 03:02:38.088278 - (0, 1) glob_iter/iters_per_epoch : 1/19 
DLL 2022-07-07 03:02:39.922062 - (0, 1) train_loss : 0.0018731161253526807 
DLL 2022-07-07 03:02:44.273841 - (0, 1) train_items_per_sec : 41386.64084210174 
DLL 2022-07-07 03:02:44.273942 - (0, 1) train_iter_time : 6.185570869998628 
DLL 2022-07-07 03:02:44.276076 - (0, 2) glob_iter/iters_per_epoch : 2/19 
DLL 2022-07-07 03:02:46.097194 - (0, 2) train_loss : 0.0018547888612374663 
DLL 2022-07-07 03:02:50.483277 - (0, 2) train_items_per_sec : 41242.37259513456 
DLL 2022-07-07 03:02:50.483371 - (0, 2) train_iter_time : 6.2072083610000846 
DLL 2022-07-07 03:02:50.485378 - (0, 3) glob_iter/iters_per_epoch : 3/19 
DLL 2022-07-07 03:02:52.297464 - (0, 3) train_loss : 0.002333775395527482 
DLL 2022-07-07 03:02:56.699588 - (0, 3) train_items_per_sec : 41195.851158430334 
DLL 2022-07-07 03:02:56.699670 - (0, 3) train_iter_time : 6.214218004999566 
DLL 2022-07-07 03:02:56.701769 - (0, 4) glob_iter/iters_per_epoch : 4/19 
DLL 2022-07-07 03:02:58.515583 - (0, 4) train_loss : 0.0022809039801359177 
DLL 2022-07-07 03:03:02.937350 - (0, 4) train_items_per_sec : 41054.66705685131 
DLL 2022-07-07 03:03:02.937443 - (0, 4) train_iter_time : 6.23558826199951 
DLL 2022-07-07 03:03:02.939476 - (0, 5) glob_iter/iters_per_epoch : 5/19 
DLL 2022-07-07 03:03:04.778959 - (0, 5) train_loss : 0.001987981842830777 
DLL 2022-07-07 03:03:09.226180 - (0, 5) train_items_per_sec : 40720.82079270599 
DLL 2022-07-07 03:03:09.226281 - (0, 5) train_iter_time : 6.286710214000777 
DLL 2022-07-07 03:03:09.228238 - (0, 6) glob_iter/iters_per_epoch : 6/19 
DLL 2022-07-07 03:03:11.053616 - (0, 6) train_loss : 0.0016544947866350412 
DLL 2022-07-07 03:03:15.516264 - (0, 6) train_items_per_sec : 40712.25198725996 
DLL 2022-07-07 03:03:15.516357 - (0, 6) train_iter_time : 6.288033392997022 
DLL 2022-07-07 03:03:15.518417 - (0, 7) glob_iter/iters_per_epoch : 7/19 
DLL 2022-07-07 03:03:17.362826 - (0, 7) train_loss : 0.0017766667297109962 
DLL 2022-07-07 03:03:21.885390 - (0, 7) train_items_per_sec : 40207.436522818556 
DLL 2022-07-07 03:03:21.885479 - (0, 7) train_iter_time : 6.366981388000568 
DLL 2022-07-07 03:03:21.889012 - (0, 8) glob_iter/iters_per_epoch : 8/19 
DLL 2022-07-07 03:03:23.724233 - (0, 8) train_loss : 0.0021901202853769064 
DLL 2022-07-07 03:03:28.330076 - (0, 8) train_items_per_sec : 39744.855095724175 
DLL 2022-07-07 03:03:28.330167 - (0, 8) train_iter_time : 6.441085252001358 
DLL 2022-07-07 03:03:28.332933 - (0, 9) glob_iter/iters_per_epoch : 9/19 
DLL 2022-07-07 03:03:30.189360 - (0, 9) train_loss : 0.0019387643551453948 
DLL 2022-07-07 03:03:34.836221 - (0, 9) train_items_per_sec : 39364.659319170154 
DLL 2022-07-07 03:03:34.836308 - (0, 9) train_iter_time : 6.503295200000139 
