Warning:  if --fp16 is not used, static_loss_scale will be ignored.
=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7f84f5c1f730>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-03-03 19:15:31.544009 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 1  batch_size : 160  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : False  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : True  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : False  local_rank : 0  gpu : 0  world_size : 1 
 ! Weight decay NOT applied to BN parameters 
98
63
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : 256.0
DLL 2020-03-03 19:15:37.200559 - Epoch: 0 Iteration: 1  train.loss : 7.10156  train.total_ips : 28.33 img/s
DLL 2020-03-03 19:15:37.836580 - Epoch: 0 Iteration: 2  train.loss : 7.46875  train.total_ips : 251.58 img/s
DLL 2020-03-03 19:15:38.468417 - Epoch: 0 Iteration: 3  train.loss : 8.18750  train.total_ips : 253.26 img/s
DLL 2020-03-03 19:15:39.104522 - Epoch: 0 Iteration: 4  train.loss : 8.08594  train.total_ips : 251.56 img/s
DLL 2020-03-03 19:15:39.730208 - Epoch: 0 Iteration: 5  train.loss : 8.27344  train.total_ips : 255.75 img/s
DLL 2020-03-03 19:15:40.359742 - Epoch: 0 Iteration: 6  train.loss : 8.75781  train.total_ips : 254.20 img/s
DLL 2020-03-03 19:15:40.987523 - Epoch: 0 Iteration: 7  train.loss : 8.72656  train.total_ips : 254.89 img/s
DLL 2020-03-03 19:15:41.664094 - Epoch: 0 Iteration: 8  train.loss : 10.28125  train.total_ips : 236.51 img/s
DLL 2020-03-03 19:15:42.345423 - Epoch: 0 Iteration: 9  train.loss : 8.78906  train.total_ips : 234.86 img/s
DLL 2020-03-03 19:15:43.042974 - Epoch: 0 Iteration: 10  train.loss : 7.98828  train.total_ips : 229.40 img/s
DLL 2020-03-03 19:15:43.682305 - Epoch: 0 Iteration: 11  train.loss : 8.10156  train.total_ips : 250.29 img/s
DLL 2020-03-03 19:15:44.322098 - Epoch: 0 Iteration: 12  train.loss : 8.25000  train.total_ips : 250.12 img/s
DLL 2020-03-03 19:15:44.957549 - Epoch: 0 Iteration: 13  train.loss : 8.10938  train.total_ips : 251.82 img/s
DLL 2020-03-03 19:15:45.590814 - Epoch: 0 Iteration: 14  train.loss : 8.02344  train.total_ips : 252.69 img/s
DLL 2020-03-03 19:15:46.225927 - Epoch: 0 Iteration: 15  train.loss : 8.24219  train.total_ips : 251.96 img/s
DLL 2020-03-03 19:15:46.865076 - Epoch: 0 Iteration: 16  train.loss : 7.94531  train.total_ips : 250.36 img/s
DLL 2020-03-03 19:15:47.505901 - Epoch: 0 Iteration: 17  train.loss : 7.30469  train.total_ips : 249.71 img/s
DLL 2020-03-03 19:15:48.144073 - Epoch: 0 Iteration: 18  train.loss : 7.40234  train.total_ips : 250.75 img/s
DLL 2020-03-03 19:15:48.775259 - Epoch: 0 Iteration: 19  train.loss : 7.97266  train.total_ips : 253.53 img/s
