41, 0 %, 0 MiB
41, 0 %, 10 MiB
40, 0 %, 10 MiB
40, 0 %, 10 MiB
40, 0 %, 10 MiB
40, 0 %, 10 MiB
41, 7 %, 387 MiB
42, 0 %, 3025 MiB
43, 0 %, 3025 MiB
43, 0 %, 3025 MiB
43, 0 %, 3025 MiB
43, 0 %, 3025 MiB
44, 0 %, 3025 MiB
44, 0 %, 3025 MiB
45, 100 %, 6389 MiB
47, 82 %, 7463 MiB
48, 100 %, 10971 MiB
50, 99 %, 11091 MiB
50, 100 %, 11091 MiB
50, 100 %, 11091 MiB
51, 100 %, 11091 MiB
53, 100 %, 11091 MiB
54, 99 %, 11091 MiB
54, 100 %, 11091 MiB
54, 100 %, 11091 MiB
55, 100 %, 11091 MiB
56, 100 %, 11091 MiB
57, 98 %, 11091 MiB
58, 88 %, 11091 MiB
58, 100 %, 11091 MiB
58, 100 %, 11091 MiB
59, 100 %, 11091 MiB
60, 100 %, 11091 MiB
61, 88 %, 11091 MiB
61, 100 %, 11091 MiB
61, 100 %, 11091 MiB
63, 100 %, 11091 MiB
64, 100 %, 11091 MiB
64, 88 %, 11091 MiB
64, 100 %, 11091 MiB
64, 100 %, 11091 MiB
65, 100 %, 11091 MiB
66, 100 %, 11091 MiB
67, 89 %, 11091 MiB
67, 100 %, 11091 MiB
67, 100 %, 11091 MiB
68, 100 %, 11091 MiB
69, 100 %, 11091 MiB
69, 98 %, 11091 MiB
70, 100 %, 11091 MiB
69, 100 %, 11091 MiB
70, 100 %, 11091 MiB
71, 100 %, 11091 MiB
71, 98 %, 11091 MiB
72, 100 %, 11091 MiB
71, 100 %, 11091 MiB
71, 100 %, 11091 MiB
73, 100 %, 11091 MiB
73, 98 %, 11091 MiB
73, 89 %, 11091 MiB
72, 100 %, 11091 MiB
74, 100 %, 11135 MiB
72, 100 %, 11135 MiB
73, 100 %, 11135 MiB
74, 100 %, 11135 MiB
74, 100 %, 11135 MiB
75, 97 %, 11135 MiB
74, 100 %, 11135 MiB
74, 100 %, 11135 MiB
75, 100 %, 11135 MiB
75, 99 %, 11135 MiB
76, 88 %, 11135 MiB
75, 100 %, 11135 MiB
74, 100 %, 11135 MiB
75, 100 %, 11135 MiB
75, 100 %, 11135 MiB
76, 89 %, 11135 MiB
75, 99 %, 11135 MiB
75, 100 %, 11135 MiB
75, 100 %, 11135 MiB
76, 100 %, 11135 MiB
76, 99 %, 11135 MiB
76, 100 %, 11135 MiB
75, 100 %, 11135 MiB
76, 100 %, 11135 MiB
76, 100 %, 11135 MiB
76, 98 %, 11135 MiB
77, 88 %, 11135 MiB
76, 100 %, 11135 MiB
76, 100 %, 11135 MiB
76, 100 %, 11135 MiB
76, 100 %, 11135 MiB
76, 89 %, 11135 MiB
76, 98 %, 11135 MiB
76, 100 %, 11135 MiB
76, 100 %, 11135 MiB
77, 100 %, 11135 MiB
77, 99 %, 11135 MiB
77, 100 %, 11135 MiB
76, 100 %, 11135 MiB
76, 100 %, 11135 MiB
77, 100 %, 11135 MiB
77, 98 %, 11135 MiB
77, 89 %, 11135 MiB
77, 100 %, 11135 MiB
76, 100 %, 11135 MiB
76, 100 %, 11135 MiB
77, 100 %, 11135 MiB
77, 98 %, 11135 MiB
78, 100 %, 11135 MiB
76, 100 %, 11135 MiB
77, 100 %, 11135 MiB
77, 100 %, 11135 MiB
77, 100 %, 11135 MiB
78, 89 %, 11135 MiB
77, 100 %, 11135 MiB
77, 100 %, 11135 MiB
77, 100 %, 11135 MiB
77, 100 %, 11135 MiB
78, 98 %, 11135 MiB
78, 89 %, 11135 MiB
77, 100 %, 11135 MiB
77, 100 %, 11135 MiB
78, 100 %, 11135 MiB
78, 91 %, 11135 MiB
78, 90 %, 11135 MiB
78, 100 %, 11135 MiB
77, 100 %, 11135 MiB
78, 99 %, 11151 MiB
78, 88 %, 11151 MiB
77, 100 %, 11151 MiB
77, 100 %, 11151 MiB
77, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 99 %, 11151 MiB
78, 88 %, 11151 MiB
78, 100 %, 11151 MiB
77, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 99 %, 11151 MiB
78, 100 %, 11151 MiB
77, 100 %, 11151 MiB
77, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 89 %, 11151 MiB
78, 100 %, 11151 MiB
77, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 87 %, 11151 MiB
78, 100 %, 11151 MiB
77, 100 %, 11151 MiB
77, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 99 %, 11151 MiB
78, 88 %, 11151 MiB
78, 100 %, 11151 MiB
77, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 99 %, 11151 MiB
78, 100 %, 11151 MiB
77, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 98 %, 11151 MiB
78, 100 %, 11151 MiB
77, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 100 %, 11151 MiB
79, 88 %, 11151 MiB
78, 100 %, 11151 MiB
77, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 99 %, 11151 MiB
78, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 100 %, 11151 MiB
79, 100 %, 11151 MiB
79, 93 %, 11151 MiB
79, 90 %, 11151 MiB
78, 100 %, 11151 MiB
78, 100 %, 11151 MiB
79, 100 %, 11151 MiB
78, 100 %, 11151 MiB
79, 90 %, 11151 MiB
78, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 100 %, 11151 MiB
79, 100 %, 11151 MiB
79, 99 %, 11151 MiB
79, 88 %, 11151 MiB
78, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 100 %, 11151 MiB
79, 100 %, 11151 MiB
79, 93 %, 11151 MiB
78, 100 %, 11151 MiB
78, 100 %, 11151 MiB
79, 100 %, 11151 MiB
79, 98 %, 11151 MiB
79, 89 %, 11151 MiB
78, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 100 %, 11151 MiB
78, 100 %, 11151 MiB
79, 98 %, 11151 MiB
79, 87 %, 11151 MiB
78, 100 %, 11151 MiB
