Warning:  if --fp16 is not used, static_loss_scale will be ignored.
=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7f94f4690730>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-07-10 08:36:38.610176 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 2  batch_size : 112  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : False  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : True  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : False  local_rank : 0  gpu : 0  world_size : 1 
 ! Weight decay NOT applied to BN parameters 
98
63
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : 256.0
DLL 2020-07-10 08:36:44.536747 - Epoch: 0 Iteration: 1  train.loss : 7.07812  train.total_ips : 18.93 img/s
DLL 2020-07-10 08:36:45.009886 - Epoch: 0 Iteration: 2  train.loss : 7.78516  train.total_ips : 236.74 img/s
DLL 2020-07-10 08:36:45.440999 - Epoch: 0 Iteration: 3  train.loss : 8.92188  train.total_ips : 259.82 img/s
DLL 2020-07-10 08:36:45.872079 - Epoch: 0 Iteration: 4  train.loss : 8.92188  train.total_ips : 259.84 img/s
DLL 2020-07-10 08:36:46.302178 - Epoch: 0 Iteration: 5  train.loss : 8.78125  train.total_ips : 260.44 img/s
DLL 2020-07-10 08:36:46.731554 - Epoch: 0 Iteration: 6  train.loss : 9.45312  train.total_ips : 260.88 img/s
DLL 2020-07-10 08:36:47.172903 - Epoch: 0 Iteration: 7  train.loss : 11.15625  train.total_ips : 253.81 img/s
DLL 2020-07-10 08:36:47.603223 - Epoch: 0 Iteration: 8  train.loss : 10.50781  train.total_ips : 260.31 img/s
DLL 2020-07-10 08:36:48.042332 - Epoch: 0 Iteration: 9  train.loss : 9.74219  train.total_ips : 255.09 img/s
DLL 2020-07-10 08:36:48.470263 - Epoch: 0 Iteration: 10  train.loss : 8.33594  train.total_ips : 261.76 img/s
DLL 2020-07-10 08:36:48.902703 - Epoch: 0 Iteration: 11  train.loss : 8.42969  train.total_ips : 259.03 img/s
DLL 2020-07-10 08:36:49.330165 - Epoch: 0 Iteration: 12  train.loss : 9.39844  train.total_ips : 262.05 img/s
DLL 2020-07-10 08:36:49.759355 - Epoch: 0 Iteration: 13  train.loss : 9.00000  train.total_ips : 260.99 img/s
DLL 2020-07-10 08:36:50.188930 - Epoch: 0 Iteration: 14  train.loss : 8.46875  train.total_ips : 260.75 img/s
DLL 2020-07-10 08:36:50.616762 - Epoch: 0 Iteration: 15  train.loss : 8.93750  train.total_ips : 261.83 img/s
DLL 2020-07-10 08:36:51.047478 - Epoch: 0 Iteration: 16  train.loss : 10.10938  train.total_ips : 260.08 img/s
DLL 2020-07-10 08:36:51.474743 - Epoch: 0 Iteration: 17  train.loss : 7.83594  train.total_ips : 262.16 img/s
DLL 2020-07-10 08:36:51.904047 - Epoch: 0 Iteration: 18  train.loss : 7.48047  train.total_ips : 260.92 img/s
DLL 2020-07-10 08:36:52.332402 - Epoch: 0 Iteration: 19  train.loss : 7.51172  train.total_ips : 261.50 img/s
DLL 2020-07-10 08:36:52.760819 - Epoch: 0 Iteration: 20  train.loss : 7.35547  train.total_ips : 261.47 img/s
DLL 2020-07-10 08:36:53.189107 - Epoch: 0 Iteration: 21  train.loss : 7.39062  train.total_ips : 261.54 img/s
DLL 2020-07-10 08:36:53.617357 - Epoch: 0 Iteration: 22  train.loss : 7.26172  train.total_ips : 261.57 img/s
DLL 2020-07-10 08:36:54.047357 - Epoch: 0 Iteration: 23  train.loss : 7.66406  train.total_ips : 260.51 img/s
DLL 2020-07-10 08:36:54.473849 - Epoch: 0 Iteration: 24  train.loss : 7.04688  train.total_ips : 262.64 img/s
DLL 2020-07-10 08:36:54.905734 - Epoch: 0 Iteration: 25  train.loss : 6.94531  train.total_ips : 259.36 img/s
DLL 2020-07-10 08:36:55.333753 - Epoch: 0 Iteration: 26  train.loss : 6.88281  train.total_ips : 261.71 img/s
DLL 2020-07-10 08:36:55.763616 - Epoch: 0 Iteration: 27  train.loss : 7.38672  train.total_ips : 260.59 img/s
DLL 2020-07-10 08:36:56.194825 - Epoch: 0 Iteration: 28  train.loss : 7.42578  train.total_ips : 259.77 img/s
DLL 2020-07-10 08:36:56.626032 - Epoch: 0 Iteration: 29  train.loss : 7.11719  train.total_ips : 259.78 img/s
DLL 2020-07-10 08:36:57.056575 - Epoch: 0 Iteration: 30  train.loss : 7.14062  train.total_ips : 260.17 img/s
DLL 2020-07-10 08:36:57.484094 - Epoch: 0 Iteration: 31  train.loss : 7.13281  train.total_ips : 262.01 img/s
DLL 2020-07-10 08:36:57.912724 - Epoch: 0 Iteration: 32  train.loss : 7.11719  train.total_ips : 261.33 img/s
DLL 2020-07-10 08:36:58.341545 - Epoch: 0 Iteration: 33  train.loss : 7.16406  train.total_ips : 261.22 img/s
DLL 2020-07-10 08:36:58.770028 - Epoch: 0 Iteration: 34  train.loss : 8.39062  train.total_ips : 261.42 img/s
DLL 2020-07-10 08:36:59.202874 - Epoch: 0 Iteration: 35  train.loss : 7.05859  train.total_ips : 258.79 img/s
DLL 2020-07-10 08:36:59.633140 - Epoch: 0 Iteration: 36  train.loss : 6.99609  train.total_ips : 260.35 img/s
DLL 2020-07-10 08:37:00.062934 - Epoch: 0 Iteration: 37  train.loss : 7.04688  train.total_ips : 260.63 img/s
DLL 2020-07-10 08:37:00.497876 - Epoch: 0 Iteration: 38  train.loss : 7.10938  train.total_ips : 257.54 img/s
DLL 2020-07-10 08:37:00.929307 - Epoch: 0 Iteration: 39  train.loss : 7.01953  train.total_ips : 259.66 img/s
DLL 2020-07-10 08:37:01.357279 - Epoch: 0 Iteration: 40  train.loss : 7.04688  train.total_ips : 261.72 img/s
DLL 2020-07-10 08:37:01.785605 - Epoch: 0 Iteration: 41  train.loss : 6.93359  train.total_ips : 261.52 img/s
DLL 2020-07-10 08:37:02.212500 - Epoch: 0 Iteration: 42  train.loss : 6.87500  train.total_ips : 262.39 img/s
DLL 2020-07-10 08:37:02.639382 - Epoch: 0 Iteration: 43  train.loss : 6.99219  train.total_ips : 262.40 img/s
DLL 2020-07-10 08:37:03.066955 - Epoch: 0 Iteration: 44  train.loss : 6.94922  train.total_ips : 261.98 img/s
DLL 2020-07-10 08:37:03.494046 - Epoch: 0 Iteration: 45  train.loss : 6.91016  train.total_ips : 262.27 img/s
