Warning:  if --fp16 is not used, static_loss_scale will be ignored.
=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7f9abafc7730>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-06-23 19:08:19.710923 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 2  batch_size : 160  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : False  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : True  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : False  local_rank : 0  gpu : 0  world_size : 1 
 ! Weight decay NOT applied to BN parameters 
98
63
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : 256.0
DLL 2020-06-23 19:08:25.402027 - Epoch: 0 Iteration: 1  train.loss : 7.07031  train.total_ips : 28.22 img/s
DLL 2020-06-23 19:08:25.775247 - Epoch: 0 Iteration: 2  train.loss : 7.64062  train.total_ips : 428.75 img/s
DLL 2020-06-23 19:08:26.075136 - Epoch: 0 Iteration: 3  train.loss : 7.81250  train.total_ips : 533.64 img/s
DLL 2020-06-23 19:08:26.374962 - Epoch: 0 Iteration: 4  train.loss : 7.90625  train.total_ips : 533.76 img/s
DLL 2020-06-23 19:08:26.674729 - Epoch: 0 Iteration: 5  train.loss : 8.58594  train.total_ips : 533.92 img/s
DLL 2020-06-23 19:08:26.974679 - Epoch: 0 Iteration: 6  train.loss : 8.78125  train.total_ips : 533.52 img/s
DLL 2020-06-23 19:08:27.274253 - Epoch: 0 Iteration: 7  train.loss : 9.56250  train.total_ips : 534.22 img/s
DLL 2020-06-23 19:08:27.574051 - Epoch: 0 Iteration: 8  train.loss : 11.42188  train.total_ips : 533.92 img/s
DLL 2020-06-23 19:08:27.874214 - Epoch: 0 Iteration: 9  train.loss : 8.64844  train.total_ips : 533.08 img/s
DLL 2020-06-23 19:08:28.174131 - Epoch: 0 Iteration: 10  train.loss : 8.27344  train.total_ips : 533.58 img/s
DLL 2020-06-23 19:08:28.473568 - Epoch: 0 Iteration: 11  train.loss : 7.80859  train.total_ips : 534.45 img/s
DLL 2020-06-23 19:08:28.773241 - Epoch: 0 Iteration: 12  train.loss : 8.01562  train.total_ips : 534.08 img/s
DLL 2020-06-23 19:08:29.072740 - Epoch: 0 Iteration: 13  train.loss : 8.30469  train.total_ips : 534.35 img/s
