Warning:  if --fp16 is not used, static_loss_scale will be ignored.
=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7f217f768730>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-06-30 06:34:08.133905 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 2  batch_size : 160  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : False  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : True  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : True  local_rank : 0  gpu : 0  world_size : 4 
 ! Weight decay NOT applied to BN parameters 
98
63
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : 256.0
DLL 2020-06-30 06:34:16.355265 - Epoch: 0 Iteration: 1  train.loss : 7.06738  train.total_ips : 85.05 img/s
DLL 2020-06-30 06:34:16.812307 - Epoch: 0 Iteration: 2  train.loss : 7.07812  train.total_ips : 1400.56 img/s
DLL 2020-06-30 06:34:17.122411 - Epoch: 0 Iteration: 3  train.loss : 7.15332  train.total_ips : 2067.10 img/s
DLL 2020-06-30 06:34:17.433278 - Epoch: 0 Iteration: 4  train.loss : 7.25879  train.total_ips : 2058.81 img/s
DLL 2020-06-30 06:34:17.742829 - Epoch: 0 Iteration: 5  train.loss : 7.35840  train.total_ips : 2068.13 img/s
DLL 2020-06-30 06:34:18.052590 - Epoch: 0 Iteration: 6  train.loss : 7.45215  train.total_ips : 2066.74 img/s
DLL 2020-06-30 06:34:18.362512 - Epoch: 0 Iteration: 7  train.loss : 7.37207  train.total_ips : 2065.88 img/s
DLL 2020-06-30 06:34:18.672309 - Epoch: 0 Iteration: 8  train.loss : 7.47070  train.total_ips : 2067.20 img/s
DLL 2020-06-30 06:34:18.982924 - Epoch: 0 Iteration: 9  train.loss : 7.60449  train.total_ips : 2061.63 img/s
DLL 2020-06-30 06:34:19.293963 - Epoch: 0 Iteration: 10  train.loss : 8.06055  train.total_ips : 2058.06 img/s
DLL 2020-06-30 06:34:19.605687 - Epoch: 0 Iteration: 11  train.loss : 8.02344  train.total_ips : 2053.86 img/s
DLL 2020-06-30 06:34:19.915836 - Epoch: 0 Iteration: 12  train.loss : 8.00098  train.total_ips : 2064.12 img/s
DLL 2020-06-30 06:34:20.226151 - Epoch: 0 Iteration: 13  train.loss : 7.84473  train.total_ips : 2063.09 img/s
DLL 2020-06-30 06:34:20.535764 - Epoch: 0 Iteration: 14  train.loss : 7.53809  train.total_ips : 2067.72 img/s
DLL 2020-06-30 06:34:20.845694 - Epoch: 0 Iteration: 15  train.loss : 7.90137  train.total_ips : 2065.79 img/s
DLL 2020-06-30 06:34:21.155469 - Epoch: 0 Iteration: 16  train.loss : 7.59863  train.total_ips : 2067.02 img/s
DLL 2020-06-30 06:34:21.465762 - Epoch: 0 Iteration: 17  train.loss : 7.72461  train.total_ips : 2062.94 img/s
DLL 2020-06-30 06:34:21.775427 - Epoch: 0 Iteration: 18  train.loss : 7.55469  train.total_ips : 2067.41 img/s
DLL 2020-06-30 06:34:22.085845 - Epoch: 0 Iteration: 19  train.loss : 7.53320  train.total_ips : 2062.28 img/s
DLL 2020-06-30 06:34:22.395932 - Epoch: 0 Iteration: 20  train.loss : 7.55371  train.total_ips : 2064.62 img/s
