Warning:  if --fp16 is not used, static_loss_scale will be ignored.
=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7f8794784730>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-06-23 22:31:43.099509 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 2  batch_size : 160  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : False  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : True  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : True  local_rank : 0  gpu : 0  world_size : 8 
 ! Weight decay NOT applied to BN parameters 
98
63
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : 256.0
DLL 2020-06-23 22:31:55.453463 - Epoch: 0 Iteration: 1  train.loss : 7.12158  train.total_ips : 117.36 img/s
DLL 2020-06-23 22:31:56.067119 - Epoch: 0 Iteration: 2  train.loss : 7.04492  train.total_ips : 2086.23 img/s
DLL 2020-06-23 22:31:56.438499 - Epoch: 0 Iteration: 3  train.loss : 7.02148  train.total_ips : 3447.87 img/s
DLL 2020-06-23 22:31:56.777676 - Epoch: 0 Iteration: 4  train.loss : 7.07080  train.total_ips : 3775.23 img/s
DLL 2020-06-23 22:31:57.115482 - Epoch: 0 Iteration: 5  train.loss : 7.13916  train.total_ips : 3791.04 img/s
DLL 2020-06-23 22:31:57.452257 - Epoch: 0 Iteration: 6  train.loss : 7.08887  train.total_ips : 3801.85 img/s
DLL 2020-06-23 22:31:57.789360 - Epoch: 0 Iteration: 7  train.loss : 7.19043  train.total_ips : 3799.19 img/s
DLL 2020-06-23 22:31:58.134834 - Epoch: 0 Iteration: 8  train.loss : 7.23730  train.total_ips : 3706.07 img/s
DLL 2020-06-23 22:31:58.481100 - Epoch: 0 Iteration: 9  train.loss : 7.25000  train.total_ips : 3698.25 img/s
DLL 2020-06-23 22:31:58.820902 - Epoch: 0 Iteration: 10  train.loss : 7.29785  train.total_ips : 3769.54 img/s
DLL 2020-06-23 22:31:59.165017 - Epoch: 0 Iteration: 11  train.loss : 7.27295  train.total_ips : 3722.06 img/s
DLL 2020-06-23 22:31:59.505778 - Epoch: 0 Iteration: 12  train.loss : 7.44775  train.total_ips : 3757.02 img/s
DLL 2020-06-23 22:31:59.845557 - Epoch: 0 Iteration: 13  train.loss : 7.60889  train.total_ips : 3768.33 img/s
DLL 2020-06-23 22:32:00.204028 - Epoch: 0 Iteration: 14  train.loss : 7.63135  train.total_ips : 3571.82 img/s
DLL 2020-06-23 22:32:00.541646 - Epoch: 0 Iteration: 15  train.loss : 7.65625  train.total_ips : 3792.60 img/s
DLL 2020-06-23 22:32:00.884812 - Epoch: 0 Iteration: 16  train.loss : 7.76514  train.total_ips : 3731.10 img/s
DLL 2020-06-23 22:32:01.225552 - Epoch: 0 Iteration: 17  train.loss : 7.52979  train.total_ips : 3759.48 img/s
DLL 2020-06-23 22:32:01.566300 - Epoch: 0 Iteration: 18  train.loss : 7.87207  train.total_ips : 3757.30 img/s
DLL 2020-06-23 22:32:01.910241 - Epoch: 0 Iteration: 19  train.loss : 7.99609  train.total_ips : 3722.52 img/s
DLL 2020-06-23 22:32:02.258928 - Epoch: 0 Iteration: 20  train.loss : 7.74609  train.total_ips : 3671.94 img/s
