Warning:  if --fp16 is not used, static_loss_scale will be ignored.
=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7ff272c31730>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-07-02 08:12:04.566100 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 2  batch_size : 160  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : False  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : True  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : True  local_rank : 0  gpu : 0  world_size : 8 
 ! Weight decay NOT applied to BN parameters 
98
63
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : 256.0
DLL 2020-07-02 08:12:16.982310 - Epoch: 0 Iteration: 1  train.loss : 7.08691  train.total_ips : 124.95 img/s
DLL 2020-07-02 08:12:17.511237 - Epoch: 0 Iteration: 2  train.loss : 6.99854  train.total_ips : 2420.31 img/s
DLL 2020-07-02 08:12:17.852937 - Epoch: 0 Iteration: 3  train.loss : 7.03906  train.total_ips : 3746.96 img/s
DLL 2020-07-02 08:12:18.165469 - Epoch: 0 Iteration: 4  train.loss : 7.07959  train.total_ips : 4096.79 img/s
DLL 2020-07-02 08:12:18.478106 - Epoch: 0 Iteration: 5  train.loss : 7.15234  train.total_ips : 4095.70 img/s
DLL 2020-07-02 08:12:18.791965 - Epoch: 0 Iteration: 6  train.loss : 7.19678  train.total_ips : 4079.27 img/s
DLL 2020-07-02 08:12:19.105175 - Epoch: 0 Iteration: 7  train.loss : 7.18896  train.total_ips : 4088.08 img/s
DLL 2020-07-02 08:12:19.418475 - Epoch: 0 Iteration: 8  train.loss : 7.17432  train.total_ips : 4086.90 img/s
DLL 2020-07-02 08:12:19.731641 - Epoch: 0 Iteration: 9  train.loss : 7.28027  train.total_ips : 4089.43 img/s
DLL 2020-07-02 08:12:20.051689 - Epoch: 0 Iteration: 10  train.loss : 7.30566  train.total_ips : 4000.29 img/s
DLL 2020-07-02 08:12:20.364453 - Epoch: 0 Iteration: 11  train.loss : 7.46533  train.total_ips : 4093.71 img/s
DLL 2020-07-02 08:12:20.677394 - Epoch: 0 Iteration: 12  train.loss : 7.27148  train.total_ips : 4091.31 img/s
DLL 2020-07-02 08:12:20.989569 - Epoch: 0 Iteration: 13  train.loss : 7.36426  train.total_ips : 4101.64 img/s
DLL 2020-07-02 08:12:21.303165 - Epoch: 0 Iteration: 14  train.loss : 7.38184  train.total_ips : 4083.05 img/s
DLL 2020-07-02 08:12:21.615478 - Epoch: 0 Iteration: 15  train.loss : 7.39258  train.total_ips : 4099.58 img/s
DLL 2020-07-02 08:12:21.928593 - Epoch: 0 Iteration: 16  train.loss : 7.31738  train.total_ips : 4090.21 img/s
DLL 2020-07-02 08:12:22.241746 - Epoch: 0 Iteration: 17  train.loss : 7.30127  train.total_ips : 4088.58 img/s
DLL 2020-07-02 08:12:22.556342 - Epoch: 0 Iteration: 18  train.loss : 7.34082  train.total_ips : 4069.96 img/s
DLL 2020-07-02 08:12:22.870216 - Epoch: 0 Iteration: 19  train.loss : 7.47363  train.total_ips : 4079.31 img/s
DLL 2020-07-02 08:12:23.183513 - Epoch: 0 Iteration: 20  train.loss : 7.33740  train.total_ips : 4086.77 img/s
DLL 2020-07-02 08:12:23.496625 - Epoch: 0 Iteration: 21  train.loss : 7.25244  train.total_ips : 4089.36 img/s
DLL 2020-07-02 08:12:23.811095 - Epoch: 0 Iteration: 22  train.loss : 7.30176  train.total_ips : 4071.70 img/s
DLL 2020-07-02 08:12:24.123266 - Epoch: 0 Iteration: 23  train.loss : 7.40967  train.total_ips : 4101.63 img/s
DLL 2020-07-02 08:12:24.441212 - Epoch: 0 Iteration: 24  train.loss : 7.21045  train.total_ips : 4028.02 img/s
DLL 2020-07-02 08:12:24.754986 - Epoch: 0 Iteration: 25  train.loss : 7.37891  train.total_ips : 4080.42 img/s
DLL 2020-07-02 08:12:25.067975 - Epoch: 0 Iteration: 26  train.loss : 7.20947  train.total_ips : 4090.79 img/s
DLL 2020-07-02 08:12:25.380609 - Epoch: 0 Iteration: 27  train.loss : 7.12744  train.total_ips : 4095.38 img/s
DLL 2020-07-02 08:12:25.693769 - Epoch: 0 Iteration: 28  train.loss : 7.20117  train.total_ips : 4088.52 img/s
DLL 2020-07-02 08:12:26.007721 - Epoch: 0 Iteration: 29  train.loss : 7.98340  train.total_ips : 4078.08 img/s
DLL 2020-07-02 08:12:26.321845 - Epoch: 0 Iteration: 30  train.loss : 7.07080  train.total_ips : 4076.29 img/s
DLL 2020-07-02 08:12:26.635018 - Epoch: 0 Iteration: 31  train.loss : 7.13574  train.total_ips : 4088.22 img/s
DLL 2020-07-02 08:12:26.947869 - Epoch: 0 Iteration: 32  train.loss : 7.06738  train.total_ips : 4092.77 img/s
DLL 2020-07-02 08:12:27.261037 - Epoch: 0 Iteration: 33  train.loss : 7.04541  train.total_ips : 4088.60 img/s
DLL 2020-07-02 08:12:27.574651 - Epoch: 0 Iteration: 34  train.loss : 7.19678  train.total_ips : 4083.08 img/s
DLL 2020-07-02 08:12:27.890871 - Epoch: 0 Iteration: 35  train.loss : 7.13477  train.total_ips : 4050.01 img/s
DLL 2020-07-02 08:12:28.203904 - Epoch: 0 Iteration: 36  train.loss : 7.27686  train.total_ips : 4089.92 img/s
DLL 2020-07-02 08:12:28.516723 - Epoch: 0 Iteration: 37  train.loss : 7.10400  train.total_ips : 4093.03 img/s
DLL 2020-07-02 08:12:28.830065 - Epoch: 0 Iteration: 38  train.loss : 7.12354  train.total_ips : 4086.31 img/s
DLL 2020-07-02 08:12:29.142816 - Epoch: 0 Iteration: 39  train.loss : 7.03076  train.total_ips : 4093.86 img/s
DLL 2020-07-02 08:12:29.458390 - Epoch: 0 Iteration: 40  train.loss : 7.11719  train.total_ips : 4057.23 img/s
