Warning:  if --fp16 is not used, static_loss_scale will be ignored.
=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7f60277fc730>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-04-13 08:48:45.676690 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 2  batch_size : 160  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : False  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : True  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : True  local_rank : 0  gpu : 0  world_size : 4 
 ! Weight decay NOT applied to BN parameters 
98
63
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : 256.0
DLL 2020-04-13 08:48:53.796012 - Epoch: 0 Iteration: 1  train.loss : 7.10840  train.total_ips : 83.20 img/s
DLL 2020-04-13 08:48:54.598751 - Epoch: 0 Iteration: 2  train.loss : 7.04297  train.total_ips : 797.35 img/s
DLL 2020-04-13 08:48:55.254984 - Epoch: 0 Iteration: 3  train.loss : 7.08203  train.total_ips : 975.41 img/s
DLL 2020-04-13 08:48:55.897966 - Epoch: 0 Iteration: 4  train.loss : 7.19922  train.total_ips : 995.51 img/s
DLL 2020-04-13 08:48:56.544271 - Epoch: 0 Iteration: 5  train.loss : 7.36230  train.total_ips : 990.42 img/s
DLL 2020-04-13 08:48:57.192871 - Epoch: 0 Iteration: 6  train.loss : 7.32129  train.total_ips : 986.90 img/s
DLL 2020-04-13 08:48:57.836345 - Epoch: 0 Iteration: 7  train.loss : 7.40332  train.total_ips : 994.78 img/s
DLL 2020-04-13 08:48:58.488978 - Epoch: 0 Iteration: 8  train.loss : 7.30371  train.total_ips : 980.79 img/s
DLL 2020-04-13 08:48:59.138447 - Epoch: 0 Iteration: 9  train.loss : 7.75293  train.total_ips : 985.59 img/s
DLL 2020-04-13 08:48:59.828519 - Epoch: 0 Iteration: 10  train.loss : 7.98828  train.total_ips : 927.57 img/s
DLL 2020-04-13 08:49:00.475153 - Epoch: 0 Iteration: 11  train.loss : 7.43262  train.total_ips : 989.89 img/s
DLL 2020-04-13 08:49:01.129347 - Epoch: 0 Iteration: 12  train.loss : 7.55078  train.total_ips : 978.46 img/s
DLL 2020-04-13 08:49:01.778855 - Epoch: 0 Iteration: 13  train.loss : 7.46680  train.total_ips : 985.52 img/s
