Warning:  if --fp16 is not used, static_loss_scale will be ignored.
=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7feb28e28730>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-06-30 07:21:20.974211 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 2  batch_size : 160  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : False  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : True  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : True  local_rank : 0  gpu : 0  world_size : 8 
 ! Weight decay NOT applied to BN parameters 
98
63
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : 256.0
DLL 2020-06-30 07:21:33.159930 - Epoch: 0 Iteration: 1  train.loss : 7.08789  train.total_ips : 118.27 img/s
DLL 2020-06-30 07:21:33.720906 - Epoch: 0 Iteration: 2  train.loss : 7.03027  train.total_ips : 2282.09 img/s
DLL 2020-06-30 07:21:34.083579 - Epoch: 0 Iteration: 3  train.loss : 7.01904  train.total_ips : 3530.43 img/s
DLL 2020-06-30 07:21:34.395746 - Epoch: 0 Iteration: 4  train.loss : 7.07080  train.total_ips : 4101.53 img/s
DLL 2020-06-30 07:21:34.708134 - Epoch: 0 Iteration: 5  train.loss : 7.14209  train.total_ips : 4098.68 img/s
DLL 2020-06-30 07:21:35.020338 - Epoch: 0 Iteration: 6  train.loss : 7.13721  train.total_ips : 4101.15 img/s
DLL 2020-06-30 07:21:35.332730 - Epoch: 0 Iteration: 7  train.loss : 7.19971  train.total_ips : 4098.62 img/s
DLL 2020-06-30 07:21:35.647076 - Epoch: 0 Iteration: 8  train.loss : 7.18604  train.total_ips : 4073.00 img/s
DLL 2020-06-30 07:21:35.960119 - Epoch: 0 Iteration: 9  train.loss : 7.23779  train.total_ips : 4090.73 img/s
DLL 2020-06-30 07:21:36.274201 - Epoch: 0 Iteration: 10  train.loss : 7.28418  train.total_ips : 4076.61 img/s
DLL 2020-06-30 07:21:36.587325 - Epoch: 0 Iteration: 11  train.loss : 7.29102  train.total_ips : 4089.40 img/s
DLL 2020-06-30 07:21:36.900932 - Epoch: 0 Iteration: 12  train.loss : 7.17090  train.total_ips : 4085.65 img/s
DLL 2020-06-30 07:21:37.213721 - Epoch: 0 Iteration: 13  train.loss : 7.27783  train.total_ips : 4092.75 img/s
DLL 2020-06-30 07:21:37.526539 - Epoch: 0 Iteration: 14  train.loss : 7.28223  train.total_ips : 4092.90 img/s
DLL 2020-06-30 07:21:37.838968 - Epoch: 0 Iteration: 15  train.loss : 7.26660  train.total_ips : 4098.04 img/s
DLL 2020-06-30 07:21:38.151023 - Epoch: 0 Iteration: 16  train.loss : 7.37744  train.total_ips : 4102.91 img/s
