Warning:  if --fp16 is not used, static_loss_scale will be ignored.
=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7f00855a9840>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-03-05 20:05:40.701176 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 1  batch_size : 928  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : False  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : True  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : False  local_rank : 0  gpu : 0  world_size : 1 
 ! Weight decay NOT applied to BN parameters 
98
63
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : 256.0
DLL 2020-03-05 20:06:02.183178 - Epoch: 0 Iteration: 1  train.loss : 7.08203  train.total_ips : 43.23 img/s
DLL 2020-03-05 20:06:04.347572 - Epoch: 0 Iteration: 2  train.loss : 7.05859  train.total_ips : 428.78 img/s
DLL 2020-03-05 20:06:06.090568 - Epoch: 0 Iteration: 3  train.loss : 7.10938  train.total_ips : 532.44 img/s
DLL 2020-03-05 20:06:07.629443 - Epoch: 0 Iteration: 4  train.loss : 7.37500  train.total_ips : 603.07 img/s
DLL 2020-03-05 20:06:09.188875 - Epoch: 0 Iteration: 5  train.loss : 7.44141  train.total_ips : 595.13 img/s
DLL 2020-03-05 20:06:10.712762 - Epoch: 0 Iteration: 6  train.loss : 7.36719  train.total_ips : 609.01 img/s
DLL 2020-03-05 20:06:12.283669 - Epoch: 0 Iteration: 7  train.loss : 8.35938  train.total_ips : 590.78 img/s
DLL 2020-03-05 20:06:13.854257 - Epoch: 0 Iteration: 8  train.loss : 7.59375  train.total_ips : 590.90 img/s
DLL 2020-03-05 20:06:15.422239 - Epoch: 0 Iteration: 9  train.loss : 8.11719  train.total_ips : 591.88 img/s
DLL 2020-03-05 20:06:17.002617 - Epoch: 0 Iteration: 10  train.loss : 7.86328  train.total_ips : 587.24 img/s
DLL 2020-03-05 20:06:18.534964 - Epoch: 0 Iteration: 11  train.loss : 7.64453  train.total_ips : 605.64 img/s
DLL 2020-03-05 20:06:20.093548 - Epoch: 0 Iteration: 12  train.loss : 7.30859  train.total_ips : 595.45 img/s
DLL 2020-03-05 20:06:21.652156 - Epoch: 0 Iteration: 13  train.loss : 7.70312  train.total_ips : 595.44 img/s
