Warning:  if --fp16 is not used, static_loss_scale will be ignored.
=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7fcb3b873840>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-03-05 20:08:58.667259 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 1  batch_size : 928  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : False  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : True  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : False  local_rank : 0  gpu : 0  world_size : 1 
 ! Weight decay NOT applied to BN parameters 
98
63
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : 256.0
DLL 2020-03-05 20:09:20.672959 - Epoch: 0 Iteration: 1  train.loss : 7.07422  train.total_ips : 42.20 img/s
DLL 2020-03-05 20:09:22.677706 - Epoch: 0 Iteration: 2  train.loss : 7.06250  train.total_ips : 462.92 img/s
DLL 2020-03-05 20:09:24.504976 - Epoch: 0 Iteration: 3  train.loss : 7.09766  train.total_ips : 507.88 img/s
DLL 2020-03-05 20:09:26.064566 - Epoch: 0 Iteration: 4  train.loss : 7.16016  train.total_ips : 595.07 img/s
DLL 2020-03-05 20:09:27.628059 - Epoch: 0 Iteration: 5  train.loss : 7.17969  train.total_ips : 593.58 img/s
DLL 2020-03-05 20:09:29.354159 - Epoch: 0 Iteration: 6  train.loss : 7.17188  train.total_ips : 537.66 img/s
DLL 2020-03-05 20:09:30.933215 - Epoch: 0 Iteration: 7  train.loss : 7.39453  train.total_ips : 587.73 img/s
DLL 2020-03-05 20:09:32.528690 - Epoch: 0 Iteration: 8  train.loss : 7.31250  train.total_ips : 581.67 img/s
DLL 2020-03-05 20:09:34.181560 - Epoch: 0 Iteration: 9  train.loss : 7.32422  train.total_ips : 561.48 img/s
DLL 2020-03-05 20:09:35.784190 - Epoch: 0 Iteration: 10  train.loss : 7.30859  train.total_ips : 579.08 img/s
DLL 2020-03-05 20:09:37.470687 - Epoch: 0 Iteration: 11  train.loss : 7.31641  train.total_ips : 550.28 img/s
DLL 2020-03-05 20:09:39.030328 - Epoch: 0 Iteration: 12  train.loss : 7.35938  train.total_ips : 595.04 img/s
DLL 2020-03-05 20:09:40.557457 - Epoch: 0 Iteration: 13  train.loss : 7.35547  train.total_ips : 607.71 img/s
DLL 2020-03-05 20:09:42.156322 - Epoch: 0 Iteration: 14  train.loss : 7.27344  train.total_ips : 580.45 img/s
DLL 2020-03-05 20:09:43.884861 - Epoch: 0 Iteration: 15  train.loss : 7.36328  train.total_ips : 536.91 img/s
DLL 2020-03-05 20:09:45.449214 - Epoch: 0 Iteration: 16  train.loss : 7.33203  train.total_ips : 593.25 img/s
DLL 2020-03-05 20:09:47.054935 - Epoch: 0 Iteration: 17  train.loss : 7.35156  train.total_ips : 577.96 img/s
DLL 2020-03-05 20:09:48.612029 - Epoch: 0 Iteration: 18  train.loss : 7.31250  train.total_ips : 596.02 img/s
DLL 2020-03-05 20:09:50.270344 - Epoch: 0 Iteration: 19  train.loss : 7.20312  train.total_ips : 559.64 img/s
DLL 2020-03-05 20:09:51.805737 - Epoch: 0 Iteration: 20  train.loss : 7.22266  train.total_ips : 604.45 img/s
DLL 2020-03-05 20:09:53.410501 - Epoch: 0 Iteration: 21  train.loss : 7.22656  train.total_ips : 578.32 img/s
DLL 2020-03-05 20:09:54.988126 - Epoch: 0 Iteration: 22  train.loss : 7.10547  train.total_ips : 588.26 img/s
DLL 2020-03-05 20:09:56.586422 - Epoch: 0 Iteration: 23  train.loss : 7.14062  train.total_ips : 580.66 img/s
DLL 2020-03-05 20:09:58.184019 - Epoch: 0 Iteration: 24  train.loss : 7.19922  train.total_ips : 580.91 img/s
DLL 2020-03-05 20:09:59.773369 - Epoch: 0 Iteration: 25  train.loss : 7.08203  train.total_ips : 583.92 img/s
DLL 2020-03-05 20:10:01.339335 - Epoch: 0 Iteration: 26  train.loss : 7.19922  train.total_ips : 592.64 img/s
DLL 2020-03-05 20:10:02.920064 - Epoch: 0 Iteration: 27  train.loss : 7.10156  train.total_ips : 587.11 img/s
DLL 2020-03-05 20:10:04.501136 - Epoch: 0 Iteration: 28  train.loss : 7.08594  train.total_ips : 586.98 img/s
DLL 2020-03-05 20:10:06.054024 - Epoch: 0 Iteration: 29  train.loss : 7.04297  train.total_ips : 597.65 img/s
DLL 2020-03-05 20:10:07.681821 - Epoch: 0 Iteration: 30  train.loss : 7.00781  train.total_ips : 570.13 img/s
DLL 2020-03-05 20:10:09.301827 - Epoch: 0 Iteration: 31  train.loss : 7.06250  train.total_ips : 572.87 img/s
DLL 2020-03-05 20:10:10.912783 - Epoch: 0 Iteration: 32  train.loss : 7.05469  train.total_ips : 576.09 img/s
DLL 2020-03-05 20:10:12.508331 - Epoch: 0 Iteration: 33  train.loss : 7.04688  train.total_ips : 581.65 img/s
DLL 2020-03-05 20:10:14.123535 - Epoch: 0 Iteration: 34  train.loss : 6.97266  train.total_ips : 574.58 img/s
DLL 2020-03-05 20:10:15.668224 - Epoch: 0 Iteration: 35  train.loss : 6.95703  train.total_ips : 600.80 img/s
DLL 2020-03-05 20:10:17.307701 - Epoch: 0 Iteration: 36  train.loss : 6.97656  train.total_ips : 566.06 img/s
DLL 2020-03-05 20:10:18.946636 - Epoch: 0 Iteration: 37  train.loss : 7.03906  train.total_ips : 566.26 img/s
DLL 2020-03-05 20:10:20.533350 - Epoch: 0 Iteration: 38  train.loss : 7.04297  train.total_ips : 584.89 img/s
DLL 2020-03-05 20:10:22.111586 - Epoch: 0 Iteration: 39  train.loss : 7.00000  train.total_ips : 588.03 img/s
DLL 2020-03-05 20:10:23.680474 - Epoch: 0 Iteration: 40  train.loss : 7.00781  train.total_ips : 591.54 img/s
DLL 2020-03-05 20:10:25.303659 - Epoch: 0 Iteration: 41  train.loss : 7.07812  train.total_ips : 571.75 img/s
DLL 2020-03-05 20:10:26.906803 - Epoch: 0 Iteration: 42  train.loss : 6.97656  train.total_ips : 578.90 img/s
DLL 2020-03-05 20:10:28.501221 - Epoch: 0 Iteration: 43  train.loss : 7.04688  train.total_ips : 582.07 img/s
DLL 2020-03-05 20:10:30.090473 - Epoch: 0 Iteration: 44  train.loss : 7.02734  train.total_ips : 583.96 img/s
DLL 2020-03-05 20:10:31.612507 - Epoch: 0 Iteration: 45  train.loss : 6.97266  train.total_ips : 609.75 img/s
DLL 2020-03-05 20:10:33.202878 - Epoch: 0 Iteration: 46  train.loss : 6.96094  train.total_ips : 583.55 img/s
