Warning:  if --fp16 is not used, static_loss_scale will be ignored.
=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7f09c21aa840>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-06-24 23:07:35.201607 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 2  batch_size : 160  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : False  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : True  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : True  local_rank : 0  gpu : 0  world_size : 8 
 ! Weight decay NOT applied to BN parameters 
98
63
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : 256.0
DLL 2020-06-24 23:07:47.971638 - Epoch: 0 Iteration: 1  train.loss : 7.08398  train.total_ips : 114.71 img/s
DLL 2020-06-24 23:07:48.587738 - Epoch: 0 Iteration: 2  train.loss : 7.06299  train.total_ips : 2077.88 img/s
DLL 2020-06-24 23:07:48.943805 - Epoch: 0 Iteration: 3  train.loss : 7.03320  train.total_ips : 3595.91 img/s
DLL 2020-06-24 23:07:49.268578 - Epoch: 0 Iteration: 4  train.loss : 7.06836  train.total_ips : 3942.38 img/s
DLL 2020-06-24 23:07:49.591553 - Epoch: 0 Iteration: 5  train.loss : 7.14941  train.total_ips : 3964.26 img/s
DLL 2020-06-24 23:07:49.915386 - Epoch: 0 Iteration: 6  train.loss : 7.07764  train.total_ips : 3953.69 img/s
DLL 2020-06-24 23:07:50.238624 - Epoch: 0 Iteration: 7  train.loss : 7.20264  train.total_ips : 3961.28 img/s
DLL 2020-06-24 23:07:50.564545 - Epoch: 0 Iteration: 8  train.loss : 7.18164  train.total_ips : 3929.41 img/s
DLL 2020-06-24 23:07:50.889627 - Epoch: 0 Iteration: 9  train.loss : 7.21631  train.total_ips : 3938.69 img/s
DLL 2020-06-24 23:07:51.220110 - Epoch: 0 Iteration: 10  train.loss : 7.22266  train.total_ips : 3874.19 img/s
DLL 2020-06-24 23:07:51.546348 - Epoch: 0 Iteration: 11  train.loss : 7.24609  train.total_ips : 3924.49 img/s
DLL 2020-06-24 23:07:51.871943 - Epoch: 0 Iteration: 12  train.loss : 7.17090  train.total_ips : 3932.46 img/s
DLL 2020-06-24 23:07:52.197791 - Epoch: 0 Iteration: 13  train.loss : 7.18359  train.total_ips : 3929.31 img/s
