Warning:  if --fp16 is not used, static_loss_scale will be ignored.
=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7f7062546840>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-03-03 19:14:40.860488 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 1  batch_size : 160  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : False  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : True  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : False  local_rank : 0  gpu : 0  world_size : 1 
 ! Weight decay NOT applied to BN parameters 
98
63
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : 256.0
DLL 2020-03-03 19:14:45.771365 - Epoch: 0 Iteration: 1  train.loss : 7.18359  train.total_ips : 32.73 img/s
DLL 2020-03-03 19:14:46.139896 - Epoch: 0 Iteration: 2  train.loss : 7.41406  train.total_ips : 434.20 img/s
DLL 2020-03-03 19:14:46.438152 - Epoch: 0 Iteration: 3  train.loss : 8.62500  train.total_ips : 536.59 img/s
DLL 2020-03-03 19:14:46.736583 - Epoch: 0 Iteration: 4  train.loss : 8.26562  train.total_ips : 536.27 img/s
DLL 2020-03-03 19:14:47.035068 - Epoch: 0 Iteration: 5  train.loss : 8.67969  train.total_ips : 536.18 img/s
DLL 2020-03-03 19:14:47.332995 - Epoch: 0 Iteration: 6  train.loss : 8.53125  train.total_ips : 537.17 img/s
DLL 2020-03-03 19:14:47.631619 - Epoch: 0 Iteration: 7  train.loss : 9.00781  train.total_ips : 535.95 img/s
DLL 2020-03-03 19:14:47.929951 - Epoch: 0 Iteration: 8  train.loss : 8.21094  train.total_ips : 536.43 img/s
DLL 2020-03-03 19:14:48.228116 - Epoch: 0 Iteration: 9  train.loss : 10.68750  train.total_ips : 536.75 img/s
DLL 2020-03-03 19:14:48.526114 - Epoch: 0 Iteration: 10  train.loss : 8.35938  train.total_ips : 537.05 img/s
DLL 2020-03-03 19:14:48.824222 - Epoch: 0 Iteration: 11  train.loss : 8.19531  train.total_ips : 536.85 img/s
DLL 2020-03-03 19:14:49.122238 - Epoch: 0 Iteration: 12  train.loss : 7.83984  train.total_ips : 537.02 img/s
DLL 2020-03-03 19:14:49.420188 - Epoch: 0 Iteration: 13  train.loss : 8.64844  train.total_ips : 537.12 img/s
